item_url,ts,top_buy_avg,buy_count,top_sell_avg,sell_count,platform,weekly_volume_est
eleventh_storm,2025-08-13T02:28:39Z,,0,4.0,19,pc,17
nova_prime_neuroptics_blueprint,2025-08-13T02:28:40Z,9.333,6,19.333,8,pc,325
nova_prime_chassis_blueprint,2025-08-13T02:28:41Z,51.0,14,59.667,20,pc,367
prism_guard,2025-08-13T02:28:42Z,,0,18.0,26,pc,112
trick_mag,2025-08-13T02:28:42Z,,0,2.333,13,pc,18
nova_prime_blueprint,2025-08-13T02:28:43Z,9.333,3,18.667,7,pc,374
deceptive_bond,2025-08-13T02:28:44Z,,0,9.667,5,pc,8
frost_prime_neuroptics_blueprint,2025-08-13T02:28:45Z,4.0,2,10.0,17,pc,196
arcane_squall_helmet,2025-08-13T02:28:46Z,150.333,6,359.667,4,pc,7
calculated_redirection,2025-08-13T02:28:47Z,,0,1.0,20,pc,27
charged_shell,2025-08-13T02:28:47Z,,0,3.0,20,pc,32
cleanse_corpus,2025-08-13T02:28:48Z,,0,3.333,17,pc,7
searing_steel,2025-08-13T02:28:49Z,10.0,2,50.0,2,pc,13
accelerated_deflection,2025-08-13T02:28:50Z,,0,1.333,15,pc,10
clashing_forest,2025-08-13T02:28:51Z,,0,4.0,19,pc,9
primal_rage,2025-08-13T02:28:53Z,3.0,1,10.667,12,pc,84
celestial_stomp,2025-08-13T02:28:54Z,,0,9.0,14,pc,22
secura_penta,2025-08-13T02:28:55Z,22.667,5,39.0,7,pc,97
razor_shot,2025-08-13T02:28:55Z,,0,2.333,14,pc,11
creeping_terrify,2025-08-13T02:28:56Z,9.0,1,11.667,14,pc,31
trinity_prime_blueprint,2025-08-13T02:28:57Z,6.0,3,14.333,15,pc,208
grim_fury,2025-08-13T02:28:58Z,,0,3.0,14,pc,8
ayatan_orta_sculpture,2025-08-13T02:28:59Z,5.0,13,4.333,25,pc,648
energy_channel,2025-08-13T02:29:00Z,,0,1.667,24,pc,13
hallowed_reckoning,2025-08-13T02:29:01Z,,0,16.0,10,pc,13
convulsion,2025-08-13T02:29:02Z,,0,1.0,25,pc,12
arcane_fury,2025-08-13T02:29:02Z,121.0,31,6.0,89,pc,811
rapid_resilience,2025-08-13T02:29:04Z,,0,3.333,22,pc,12
pistol_pestilence,2025-08-13T02:29:04Z,6.333,3,6.333,35,pc,278
primed_morphic_transformer,2025-08-13T02:29:06Z,71.667,5,46.667,27,pc,22
frail_momentum,2025-08-13T02:29:07Z,,0,2.333,45,pc,15
pathogen_rounds,2025-08-13T02:29:08Z,,0,5.0,22,pc,68
arcane_aegis,2025-08-13T02:29:09Z,168.667,27,8.667,53,pc,617
sudden_impact,2025-08-13T02:29:10Z,,0,7.333,10,pc,6
arcane_consequence,2025-08-13T02:29:10Z,7.0,1,2.667,11,pc,24
tempered_blade,2025-08-13T02:29:11Z,,0,2.333,22,pc,7
smite_corpus,2025-08-13T02:29:12Z,,0,4.333,16,pc,12
arcane_energize,2025-08-13T02:29:13Z,190.333,45,14.667,165,pc,1256
fanged_fusillade,2025-08-13T02:29:17Z,2.0,1,8.333,21,pc,24
gladiator_resolve,2025-08-13T02:29:17Z,,0,4.333,23,pc,53
ghost,2025-08-13T02:29:18Z,,0,1.0,19,pc,12
rime_rounds,2025-08-13T02:29:19Z,20.0,10,29.667,15,pc,348
vulkar_wraith,2025-08-13T02:29:20Z,30.667,3,93.333,7,pc,15
ayatan_piv_sculpture,2025-08-13T02:29:21Z,2.667,9,3.333,18,pc,282
negation_swarm,2025-08-13T02:29:22Z,,0,10.0,11,pc,13
blunderbuss,2025-08-13T02:29:23Z,,0,6.667,14,pc,9
sybaris_prime_barrel,2025-08-13T02:29:23Z,11.0,2,24.333,8,pc,123
centaur_aegis,2025-08-13T02:29:24Z,5.0,1,11.667,3,pc,90
cephalon_suda_augment_mod,2025-08-13T02:29:25Z,,0,11.0,5,pc,17
banshee_prime_chassis_blueprint,2025-08-13T02:29:26Z,9.0,1,27.333,12,pc,232
chilling_grasp,2025-08-13T02:29:27Z,,0,7.667,16,pc,11
wukong_prime_chassis_blueprint,2025-08-13T02:29:28Z,7.0,11,9.0,19,pc,947
blazing_steel,2025-08-13T02:29:29Z,,0,4.0,15,pc,10
fired_up,2025-08-13T02:29:29Z,,0,2.667,28,pc,62
shattering_storm,2025-08-13T02:29:30Z,6.0,1,10.0,16,pc,152
sense_danger,2025-08-13T02:29:31Z,,0,2.667,13,pc,8
bullet_dance,2025-08-13T02:29:32Z,5.0,1,25.0,24,pc,52
twin_vipers_wraith_blueprint,2025-08-13T02:29:33Z,7.0,2,20.0,1,pc,15
split_chamber,2025-08-13T02:29:34Z,,0,3.0,37,pc,93
north_wind,2025-08-13T02:29:35Z,,0,1.333,19,pc,8
shotgun_scavenger,2025-08-13T02:29:36Z,,0,9.0,8,pc,8
synoid_gammacor,2025-08-13T02:29:36Z,5.0,2,26.667,7,pc,116
helios_prime_set,2025-08-13T02:29:37Z,26.667,5,56.333,28,pc,298
rakta_ballistica,2025-08-13T02:29:38Z,,0,27.0,8,pc,60
hydroid_prime_neuroptics_blueprint,2025-08-13T02:29:39Z,8.333,4,18.0,10,pc,253
silva_and_aegis_prime_set,2025-08-13T02:29:40Z,19.667,5,37.667,24,pc,98
tether_grenades,2025-08-13T02:29:41Z,,0,1.667,16,pc,8
aviator,2025-08-13T02:29:42Z,,0,3.667,16,pc,43
swooping_falcon,2025-08-13T02:29:42Z,,0,4.0,15,pc,16
constitution,2025-08-13T02:29:43Z,7.0,1,11.0,33,pc,295
smite_infusion,2025-08-13T02:29:44Z,,0,12.333,13,pc,16
kavasa_prime_kubrow_collar_set,2025-08-13T02:29:45Z,,0,30.0,11,pc,21
latron_prime_set,2025-08-13T02:29:45Z,88.667,8,98.333,31,pc,447
lex_prime_set,2025-08-13T02:29:46Z,4.333,4,10.333,15,pc,416
odonata_prime_set,2025-08-13T02:29:48Z,26.333,3,39.667,28,pc,139
gun_glide,2025-08-13T02:29:49Z,,0,3.333,7,pc,7
double_tap,2025-08-13T02:29:50Z,10.0,4,37.667,9,pc,136
final_act,2025-08-13T02:29:51Z,5.0,1,12.0,1,pc,4
final_tap,2025-08-13T02:29:51Z,5.0,1,15.0,1,pc,7
hydraulic_chamber,2025-08-13T02:29:52Z,,0,72.5,2,pc,10
hydraulic_gauge,2025-08-13T02:29:53Z,5.0,1,50.0,1,pc,6
narrow_barrel,2025-08-13T02:29:53Z,,0,6.667,8,pc,17
strun_wraith_barrel,2025-08-13T02:29:54Z,7.0,1,18.0,5,pc,51
eidolon_zenurik_lens,2025-08-13T02:29:55Z,,0,25.667,3,pc,25
destreza_prime_handle,2025-08-13T02:29:55Z,4.0,3,12.333,5,pc,77
enhanced_durability,2025-08-13T02:29:56Z,,0,3.333,13,pc,7
holster_amp,2025-08-13T02:29:57Z,5.0,1,15.667,9,pc,34
arcane_strike,2025-08-13T02:29:58Z,34.0,13,3.667,59,pc,342
sinister_reach,2025-08-13T02:29:59Z,,0,3.333,14,pc,29
vectis_prime_set,2025-08-13T02:30:00Z,75.333,7,89.667,25,pc,87
carving_mantis,2025-08-13T02:30:01Z,,0,5.333,15,pc,32
primed_pack_leader,2025-08-13T02:30:03Z,76.667,11,59.667,23,pc,58
arcane_nullifier,2025-08-13T02:30:04Z,51.333,8,4.667,22,pc,183
rhino_prime_set,2025-08-13T02:30:05Z,60.0,15,68.0,63,pc,456
sicarus_prime_set,2025-08-13T02:30:06Z,39.0,5,56.333,27,pc,117
grinloked,2025-08-13T02:30:07Z,5.0,1,15.0,1,pc,4
arcane_victory,2025-08-13T02:30:07Z,10.0,1,2.0,39,pc,15
hastened_steps,2025-08-13T02:30:08Z,5.0,1,75.0,2,pc,8
boltor_prime_receiver,2025-08-13T02:30:08Z,2.0,1,8.0,9,pc,156
boltor_prime_stock,2025-08-13T02:30:09Z,4.333,4,10.333,9,pc,183
synoid_heliocor,2025-08-13T02:30:11Z,10.0,2,34.333,7,pc,106
elytron_systems_blueprint,2025-08-13T02:30:11Z,20.0,1,31.667,3,pc,5
steel_meridian_augment_mod,2025-08-13T02:30:12Z,,0,8.667,10,pc,23
shadow_harvest,2025-08-13T02:30:13Z,,0,20.0,1,pc,4
tigris_prime_barrel,2025-08-13T02:30:13Z,,0,4.333,10,pc,47
eject_magazine,2025-08-13T02:30:14Z,,0,4.667,10,pc,13
burning_wasp,2025-08-13T02:30:15Z,,0,1.0,22,pc,8
sharpened_bullets,2025-08-13T02:30:15Z,,0,8.0,7,pc,31
soma_prime_receiver,2025-08-13T02:30:16Z,7.5,2,16.667,9,pc,177
reaping_spiral,2025-08-13T02:30:17Z,,0,2.0,29,pc,28
soma_prime_stock,2025-08-13T02:30:18Z,31.0,7,36.667,7,pc,180
strafing_slide,2025-08-13T02:30:19Z,,0,4.0,9,pc,10
scimitar_set,2025-08-13T02:30:20Z,,0,12.333,14,pc,33
cataclysmic_continuum,2025-08-13T02:30:21Z,,0,12.333,10,pc,15
braton_prime_set,2025-08-13T02:30:22Z,5.667,9,7.333,46,pc,436
silva_and_aegis_prime_hilt,2025-08-13T02:30:23Z,3.5,2,4.667,11,pc,51
hydroid_prime_chassis_blueprint,2025-08-13T02:30:24Z,3.0,3,8.333,18,pc,227
aklex_prime_blueprint,2025-08-13T02:30:25Z,4.0,2,8.333,17,pc,63
aklex_prime_set,2025-08-13T02:30:26Z,28.333,3,50.0,19,pc,111
ballistica_prime_blueprint,2025-08-13T02:30:27Z,11.0,4,19.0,10,pc,92
tranquil_cleave,2025-08-13T02:30:28Z,,0,4.0,21,pc,23
link_vitality,2025-08-13T02:30:29Z,36.0,1,3.667,25,pc,45
pack_leader,2025-08-13T02:30:30Z,,0,9.0,10,pc,8
soul_survivor,2025-08-13T02:30:31Z,,0,10.667,12,pc,8
thumper,2025-08-13T02:30:31Z,,0,4.333,8,pc,15
rush,2025-08-13T02:30:33Z,,0,2.333,15,pc,13
infected_clip,2025-08-13T02:30:33Z,,0,1.0,23,pc,10
cleanse_infested,2025-08-13T02:30:34Z,,0,1.333,15,pc,7
blaze,2025-08-13T02:30:35Z,28.333,11,34.0,18,pc,123
vacuum,2025-08-13T02:30:36Z,,0,3.333,13,pc,8
energy_generator,2025-08-13T02:30:37Z,32.333,6,48.667,21,pc,95
frost_jaw,2025-08-13T02:30:38Z,,0,8.0,31,pc,107
shock_collar,2025-08-13T02:30:39Z,8.667,4,26.667,19,pc,114
thrash_landing,2025-08-13T02:30:39Z,,0,36.333,4,pc,7
motus_impact,2025-08-13T02:30:40Z,,0,3.667,9,pc,8
aero_vantage,2025-08-13T02:30:41Z,,0,4.333,18,pc,21
motus_setup,2025-08-13T02:30:42Z,,0,4.667,15,pc,12
gale_kick,2025-08-13T02:30:43Z,,0,11.667,3,pc,21
motus_signal,2025-08-13T02:30:43Z,,0,2.333,15,pc,14
deck_12_scene,2025-08-13T02:30:44Z,,0,7.667,7,pc,12
ninkondi_prime_blueprint,2025-08-13T02:30:45Z,2.0,1,5.333,6,pc,106
zhuge_prime_barrel,2025-08-13T02:30:45Z,7.5,2,13.333,12,pc,233
ninkondi_prime_handle,2025-08-13T02:30:46Z,9.333,4,15.667,14,pc,458
ninkondi_prime_set,2025-08-13T02:30:47Z,34.0,3,56.333,32,pc,157
secura_dual_cestra,2025-08-13T06:38:50Z,15.0,4,35.0,9,pc,77
creeping_bullseye,2025-08-13T06:38:51Z,,0,3.333,60,pc,258
mutalist_alad_v_assassinate_key,2025-08-13T06:38:52Z,,0,10.667,5,pc,45
irradiating_disarm,2025-08-13T06:38:52Z,,0,12.0,9,pc,9
antimatter_absorb,2025-08-13T06:38:53Z,,0,10.667,11,pc,11
arcane_barrier,2025-08-13T06:38:54Z,35.333,6,4.0,49,pc,111
arcane_ice,2025-08-13T06:38:55Z,15.0,1,5.333,14,pc,21
telos_boltor,2025-08-13T06:38:55Z,16.0,8,34.0,4,pc,166
frost_prime_set,2025-08-13T06:38:56Z,76.333,12,89.667,46,pc,400
catalyzer_link,2025-08-13T06:38:56Z,,0,3.667,10,pc,8
targeting_subsystem,2025-08-13T06:38:57Z,,0,10.0,16,pc,45
strun_wraith_receiver,2025-08-13T06:38:58Z,7.0,1,13.667,6,pc,32
tectonic_fracture,2025-08-13T06:38:58Z,,0,10.667,10,pc,7
mantis_set,2025-08-13T06:38:59Z,5.0,1,14.667,13,pc,69
acid_shells,2025-08-13T06:39:00Z,5.5,2,15.0,26,pc,104
nightwatch_napalm,2025-08-13T06:39:00Z,7.0,1,9.667,32,pc,100
quasar_drill,2025-08-13T06:39:01Z,,0,5.667,7,pc,10
comet_blast,2025-08-13T06:39:02Z,,0,6.333,15,pc,10
nebula_bore,2025-08-13T06:39:02Z,,0,6.667,7,pc,10
kaszas_blade,2025-08-13T06:39:03Z,,0,13.333,3,pc,56
velocitus_receiver,2025-08-13T06:39:04Z,,0,9.5,2,pc,54
fluctus_barrel,2025-08-13T06:39:04Z,,0,9.667,6,pc,107
fluctus_limbs,2025-08-13T06:39:05Z,5.0,1,10.667,4,pc,89
fluctus_stock,2025-08-13T06:39:06Z,5.0,1,10.0,5,pc,46
decurion_barrel,2025-08-13T06:39:06Z,,0,12.0,6,pc,58
hydroid_prime_set,2025-08-13T06:39:07Z,85.0,10,96.0,37,pc,359
cleanse_corrupted,2025-08-13T06:39:08Z,5.0,1,30.0,8,pc,12
kappa_beacon,2025-08-13T06:39:08Z,3.0,1,66.667,4,pc,9
star_crimzian,2025-08-13T06:39:09Z,,0,1.667,13,pc,167
virtuos_strike,2025-08-13T06:39:09Z,7.0,1,11.333,10,pc,40
hunter_adrenaline,2025-08-13T06:39:10Z,,0,4.333,30,pc,150
viper_wraith,2025-08-13T06:39:10Z,22.5,2,40.0,10,pc,16
grineer_shipyards_manufactory_scene,2025-08-13T06:39:11Z,10.0,1,,0,pc,4
infested_ship_bridge_scene,2025-08-13T06:39:12Z,,0,,0,pc,5
corpus_gas_city_conduit_scene,2025-08-13T06:39:12Z,,0,145.0,1,pc,4
eidolon_madurai_lens,2025-08-13T06:39:13Z,,0,20.0,7,pc,18
eidolon_vazarin_lens,2025-08-13T06:39:13Z,,0,19.333,4,pc,15
eidolon_unairu_lens,2025-08-13T06:39:14Z,,0,15.667,8,pc,11
zephyr_prime_chassis_blueprint,2025-08-13T06:39:15Z,,0,6.667,18,pc,224
pax_soar,2025-08-13T06:39:16Z,,0,7.0,12,pc,11
redeemer_prime_blade,2025-08-13T06:39:16Z,1.0,1,5.333,5,pc,65
akjagara_prime_receiver,2025-08-13T06:39:17Z,5.0,2,9.0,9,pc,146
kitgun_riven_mod_(veiled),2025-08-13T06:39:18Z,,0,1.0,21,pc,67
spectrosiphon,2025-08-13T06:39:18Z,,0,12.0,11,pc,33
wolf_sledge_head,2025-08-13T06:39:19Z,,0,2.333,10,pc,17
wolf_sledge_set,2025-08-13T06:39:20Z,11.0,3,33.333,29,pc,117
orb_vallis_scene,2025-08-13T06:39:21Z,,0,121.5,2,pc,9
zhuge_prime_grip,2025-08-13T06:39:21Z,,0,5.0,8,pc,136
freeze_force,2025-08-13T06:39:22Z,,0,12.333,11,pc,18
swirling_tiger,2025-08-13T06:39:22Z,,0,2.667,17,pc,8
quick_thinking,2025-08-13T06:39:23Z,,0,5.0,26,pc,65
wyrm_prime_blueprint,2025-08-13T06:39:24Z,5.0,1,10.0,10,pc,107
spring_loaded_blade,2025-08-13T06:39:24Z,12.0,7,15.333,47,pc,209
kinetic_diversion,2025-08-13T06:39:25Z,,0,6.333,23,pc,13
power_throw,2025-08-13T06:39:26Z,,0,1.0,26,pc,30
malignant_force,2025-08-13T06:39:26Z,2.5,2,7.0,63,pc,350
superior_defenses,2025-08-13T06:39:27Z,,0,4.667,12,pc,7
energy_inversion,2025-08-13T06:39:28Z,,0,3.333,11,pc,11
shattering_justice,2025-08-13T06:39:28Z,,0,10.0,10,pc,17
fast_hands,2025-08-13T06:39:29Z,,0,1.667,9,pc,7
polar_magazine,2025-08-13T06:39:30Z,,0,5.0,11,pc,9
rifle_amp,2025-08-13T06:39:30Z,,0,11.667,9,pc,22
spare_parts,2025-08-13T06:39:32Z,,0,2.0,14,pc,11
no_return,2025-08-13T06:39:33Z,,0,1.0,10,pc,18
vaporize,2025-08-13T06:39:33Z,,0,3.667,7,pc,9
vicious_spread,2025-08-13T06:39:34Z,,0,2.333,34,pc,51
enemy_sense,2025-08-13T06:39:35Z,,0,2.0,20,pc,12
blind_rage,2025-08-13T06:39:35Z,56.667,7,11.333,55,pc,778
rifle_ammo_mutation,2025-08-13T06:39:36Z,,0,4.667,16,pc,29
imperator_vandal_barrel,2025-08-13T06:39:37Z,6.0,3,13.0,5,pc,53
orthos_prime_blade,2025-08-13T06:39:37Z,1.5,2,3.333,15,pc,230
loki_prime_systems_blueprint,2025-08-13T06:39:38Z,20.0,6,34.0,8,pc,151
naramon_lens,2025-08-13T06:39:39Z,1.0,1,4.0,5,pc,71
coaction_drift,2025-08-13T06:39:39Z,5.0,1,8.667,33,pc,93
shotgun_savvy,2025-08-13T06:39:40Z,,0,1.333,17,pc,11
volcanic_edge,2025-08-13T06:39:41Z,3.0,1,6.333,39,pc,147
odonata_prime_harness_blueprint,2025-08-13T06:39:41Z,6.0,1,10.0,4,pc,122
secondary_wind,2025-08-13T06:39:42Z,5.0,1,37.5,2,pc,7
odonata_prime_systems_blueprint,2025-08-13T06:39:42Z,,0,6.0,12,pc,76
point_strike,2025-08-13T06:39:43Z,,0,1.0,16,pc,14
soaring_strike,2025-08-13T06:39:44Z,5.0,1,50.0,1,pc,8
pummel,2025-08-13T06:39:44Z,,0,4.0,11,pc,8
velocitus_stock,2025-08-13T06:39:45Z,,0,13.0,3,pc,59
rathbone_handle,2025-08-13T06:39:45Z,,0,14.667,4,pc,48
rathbone_head,2025-08-13T06:39:46Z,5.333,3,12.0,7,pc,60
latron_wraith_barrel,2025-08-13T06:39:47Z,8.333,3,18.333,3,pc,56
heated_charge,2025-08-13T06:39:47Z,,0,1.333,19,pc,8
system_reroute,2025-08-13T06:39:48Z,35.667,4,7.667,19,pc,27
gorgon_wraith_receiver,2025-08-13T06:39:49Z,,0,4.333,6,pc,33
calculated_shot,2025-08-13T06:39:49Z,,0,30.0,1,pc,7
vigor,2025-08-13T06:39:50Z,,0,4.0,24,pc,56
hikou_prime_pouch,2025-08-13T06:39:50Z,4.333,3,8.333,12,pc,159
reaper_prime_blueprint,2025-08-13T06:39:51Z,5.0,1,20.0,1,pc,67
arcane_thrak_helmet,2025-08-13T06:39:51Z,,0,224.0,6,pc,10
primed_point_blank,2025-08-13T06:39:52Z,84.0,8,39.333,38,pc,128
power_of_three,2025-08-13T06:39:53Z,,0,11.333,11,pc,10
rhino_prime_neuroptics_blueprint,2025-08-13T06:39:53Z,7.0,3,14.0,9,pc,249
disarming_purity,2025-08-13T06:39:54Z,,0,24.667,7,pc,8
gorgon_wraith_stock,2025-08-13T06:39:55Z,3.0,1,4.333,7,pc,30
ballistica_prime_string,2025-08-13T06:39:55Z,,0,9.333,5,pc,72
crossing_snakes,2025-08-13T06:39:56Z,,0,2.0,24,pc,42
rejuvenation,2025-08-13T06:39:56Z,5.0,1,15.0,15,pc,23
dig,2025-08-13T06:39:57Z,,0,4.333,15,pc,8
shredder,2025-08-13T06:39:58Z,,0,2.333,8,pc,9
continuous_misery,2025-08-13T06:39:58Z,,0,2.667,13,pc,11
vasto_prime_set,2025-08-13T06:39:59Z,13.5,2,23.333,32,pc,221
arcane_avalon_helmet,2025-08-13T06:39:59Z,,0,291.667,6,pc,8
thermite_rounds,2025-08-13T06:40:00Z,10.333,5,19.0,44,pc,288
arcane_flux_helmet,2025-08-13T06:40:01Z,,0,231.333,6,pc,12
telos_akbolto,2025-08-13T06:40:01Z,11.667,3,58.0,3,pc,84
arcane_aura_helmet,2025-08-13T06:40:02Z,100.0,1,266.667,9,pc,10
sancti_castanas,2025-08-13T06:40:02Z,15.0,8,41.333,5,pc,80
rift_strike,2025-08-13T06:40:03Z,,0,9.333,12,pc,21
vulcan_blitz,2025-08-13T06:40:04Z,,0,6.667,13,pc,17
arcane_gambit_helmet,2025-08-13T06:40:04Z,70.0,2,205.0,6,pc,8
arcane_chlora_helmet,2025-08-13T06:40:05Z,80.0,5,332.667,3,pc,11
arcane_esprit_helmet,2025-08-13T06:40:06Z,,0,233.333,5,pc,7
arcane_trickery,2025-08-13T06:40:06Z,7.5,2,2.0,32,pc,40
oberon_prime_neuroptics_blueprint,2025-08-13T06:40:07Z,17.0,6,34.333,5,pc,304
volt_prime_neuroptics_blueprint,2025-08-13T06:40:07Z,14.667,4,17.667,23,pc,629
arcane_phoenix_helmet,2025-08-13T06:40:08Z,70.0,2,266.0,3,pc,7
ballistica_prime_lower_limb,2025-08-13T06:40:09Z,,0,5.0,11,pc,71
volt_prime_chassis_blueprint,2025-08-13T06:40:09Z,,0,5.667,45,pc,444
marquise_veridos,2025-08-13T06:40:10Z,,0,1.0,9,pc,95
arcane_reverb_helmet,2025-08-13T06:40:11Z,48.5,2,282.667,5,pc,9
explosive_legerdemain,2025-08-13T06:40:12Z,,0,9.0,21,pc,149
smite_corrupted,2025-08-13T06:40:12Z,,0,15.0,15,pc,13
arcane_hemlock_helmet,2025-08-13T06:40:13Z,70.0,1,179.667,8,pc,9
vampire_leech,2025-08-13T06:40:13Z,,0,13.333,11,pc,42
zhuge_prime_blueprint,2025-08-13T06:40:14Z,,0,5.0,8,pc,131
ninkondi_prime_chain,2025-08-13T06:40:14Z,,0,4.333,11,pc,131
zhuge_prime_receiver,2025-08-13T06:40:15Z,,0,4.0,26,pc,199
zhuge_prime_set,2025-08-13T06:40:16Z,26.667,3,42.333,27,pc,149
wukong_prime_neuroptics_blueprint,2025-08-13T06:40:17Z,5.333,9,7.0,22,pc,699
ruinous_extension,2025-08-13T06:40:17Z,14.0,6,20.0,20,pc,194
savagery,2025-08-13T06:40:18Z,,0,4.667,15,pc,9
pistol_gambit,2025-08-13T06:40:19Z,,0,1.667,14,pc,12
gleaming_blight,2025-08-13T06:40:19Z,,0,9.333,11,pc,11
ember_prime_neuroptics_blueprint,2025-08-13T06:40:20Z,7.5,2,19.667,8,pc,282
lingering_torment,2025-08-13T06:40:20Z,,0,3.0,5,pc,9
hammer_shot,2025-08-13T06:40:21Z,85.0,28,99.667,38,pc,314
primed_shotgun_ammo_mutation,2025-08-13T06:40:22Z,60.333,6,65.0,16,pc,8
arcane_velocity,2025-08-13T06:40:22Z,109.0,22,7.0,59,pc,521
nyx_prime_blueprint,2025-08-13T06:40:23Z,6.0,4,9.0,13,pc,364
dera_vandal_stock,2025-08-13T06:40:24Z,6.0,1,14.667,8,pc,20
karak_wraith_blueprint,2025-08-13T06:40:25Z,5.0,3,12.333,5,pc,18
nyx_prime_systems_blueprint,2025-08-13T06:40:25Z,6.333,4,9.333,10,pc,406
swing_line,2025-08-13T06:40:26Z,,0,13.0,19,pc,43
dual_kamas_prime_set,2025-08-13T06:40:26Z,86.0,11,110.0,18,pc,78
measured_burst,2025-08-13T06:40:27Z,,0,75.0,2,pc,4
safeguard_switch,2025-08-13T06:40:28Z,,0,14.667,11,pc,14
prisma_shade,2025-08-13T06:40:28Z,31.667,5,78.333,7,pc,14
gas_city_lobby_scene,2025-08-13T06:40:29Z,,0,8.333,7,pc,4
overextended,2025-08-13T06:40:29Z,6.0,3,8.0,51,pc,717
protect,2025-08-13T06:40:30Z,,0,5.667,12,pc,8
total_eclipse,2025-08-13T06:40:31Z,,0,13.333,13,pc,159
arcane_pulse_helmet,2025-08-13T06:40:31Z,80.0,3,302.667,4,pc,9
vigilante_pursuit,2025-08-13T06:40:32Z,,0,3.667,26,pc,29
purging_slash,2025-08-13T06:40:33Z,,0,8.333,9,pc,9
arcane_mag_gauss_helmet,2025-08-13T06:40:33Z,111.0,2,399.0,1,pc,7
ancient_fusion_core,2025-08-13T06:40:34Z,150.0,2,400.0,8,pc,10
furax_wraith_right_gauntlet,2025-08-13T06:40:34Z,4.0,1,5.333,7,pc,58
auger_strike,2025-08-13T06:40:35Z,11.0,2,35.0,13,pc,60
nyx_prime_neuroptics_blueprint,2025-08-13T06:40:35Z,38.333,11,48.333,11,pc,414
rhino_prime_blueprint,2025-08-13T06:40:36Z,11.667,4,27.667,10,pc,262
steady_hands,2025-08-13T06:40:37Z,,0,2.0,22,pc,21
tigris_prime_receiver,2025-08-13T06:40:37Z,,0,10.0,6,pc,81
energy_conversion,2025-08-13T06:40:38Z,38.0,11,63.0,24,pc,163
arcane_resistance,2025-08-13T06:40:39Z,55.0,5,8.333,12,pc,49
lethal_torrent,2025-08-13T06:40:39Z,12.0,11,15.333,54,pc,467
war_blade,2025-08-13T06:40:40Z,,0,2.0,10,pc,68
detect_vulnerability,2025-08-13T06:40:41Z,22.5,2,54.333,10,pc,14
elemental_sandstorm,2025-08-13T06:40:41Z,,0,13.333,10,pc,19
steel_fiber,2025-08-13T06:40:42Z,,0,2.667,17,pc,10
magazine_extension,2025-08-13T06:40:42Z,,0,7.0,4,pc,5
concealed_explosives,2025-08-13T06:40:43Z,,0,2.333,15,pc,7
primed_ravage,2025-08-13T06:40:43Z,83.667,9,37.667,53,pc,178
depleted_reload,2025-08-13T06:40:44Z,,0,2.0,25,pc,29
helios_prime_carapace,2025-08-13T06:40:45Z,,0,3.333,14,pc,102
wyrm_prime_systems,2025-08-13T06:40:45Z,23.333,5,40.0,4,pc,121
trinity_prime_neuroptics_blueprint,2025-08-13T06:40:46Z,5.333,3,11.667,11,pc,192
mind_freak,2025-08-13T06:40:47Z,,0,14.333,11,pc,42
fang_prime_handle,2025-08-13T06:40:47Z,,0,1.667,11,pc,106
streamline,2025-08-13T06:40:48Z,,0,2.0,34,pc,29
insulation,2025-08-13T06:40:49Z,,0,4.667,7,pc,6
pressurized_magazine,2025-08-13T06:40:49Z,,0,4.0,7,pc,11
ambush_optics,2025-08-13T06:40:50Z,,0,24.333,11,pc,13
nyx_prime_chassis_blueprint,2025-08-13T06:40:50Z,5.333,6,10.0,20,pc,337
capacitance,2025-08-13T06:40:51Z,,0,10.0,22,pc,101
shell_compression,2025-08-13T06:40:52Z,,0,5.0,6,pc,8
loki_prime_chassis_blueprint,2025-08-13T06:40:52Z,10.5,2,20.0,16,pc,159
bore,2025-08-13T06:40:53Z,,0,10.667,10,pc,11
lightning_dash,2025-08-13T06:40:54Z,40.0,1,5.0,18,pc,23
mag_prime_chassis_blueprint,2025-08-13T06:40:54Z,,0,10.0,17,pc,224
snipetron_vandal_set,2025-08-13T06:40:55Z,20.0,1,46.667,5,pc,44
battering_maneuver,2025-08-13T06:40:56Z,,0,10.0,7,pc,8
piercing_step,2025-08-13T06:40:56Z,,0,5.0,8,pc,9
fireball_frenzy,2025-08-13T06:40:57Z,,0,11.667,11,pc,42
lasting_purity,2025-08-13T06:40:58Z,10.0,1,11.0,7,pc,8
energy_siphon,2025-08-13T06:40:58Z,,0,10.0,25,pc,54
stalk,2025-08-13T06:40:59Z,,0,4.667,13,pc,12
magazine_warp,2025-08-13T06:41:00Z,,0,2.333,10,pc,5
infiltrate,2025-08-13T06:41:00Z,,0,10.667,12,pc,41
coiling_viper,2025-08-13T06:41:01Z,,0,1.333,29,pc,23
primed_pressure_point,2025-08-13T06:41:02Z,80.333,9,43.333,66,pc,188
cold_snap,2025-08-13T06:41:03Z,,0,3.333,21,pc,13
hells_chamber,2025-08-13T06:41:03Z,,0,1.333,44,pc,41
stockpiled_blight,2025-08-13T06:41:04Z,,0,9.333,7,pc,8
nami_skyla_prime_handle,2025-08-13T06:41:05Z,3.5,2,8.667,7,pc,117
fracturing_wind,2025-08-13T06:41:05Z,,0,1.0,16,pc,10
