item_url,ts_bucket,volume,min,max,avg,median,platform
secura_dual_cestra,2025-08-10T22:00:00.000+00:00,2,21,30,25.5,25.5,pc
secura_dual_cestra,2025-08-11T02:00:00.000+00:00,1,20,20,20.0,20.0,pc
secura_dual_cestra,2025-08-11T03:00:00.000+00:00,3,20,35,27.5,25.0,pc
secura_dual_cestra,2025-08-11T04:00:00.000+00:00,1,35,35,35.0,35.0,pc
secura_dual_cestra,2025-08-11T12:00:00.000+00:00,1,33,33,33.0,33.0,pc
secura_dual_cestra,2025-08-11T14:00:00.000+00:00,1,33,33,33.0,33.0,pc
secura_dual_cestra,2025-08-11T18:00:00.000+00:00,2,35,35,35.0,35.0,pc
secura_dual_cestra,2025-08-11T21:00:00.000+00:00,1,34,34,34.0,34.0,pc
secura_dual_cestra,2025-08-11T23:00:00.000+00:00,1,25,25,25.0,25.0,pc
secura_dual_cestra,2025-08-12T05:00:00.000+00:00,2,20,25,22.5,22.5,pc
secura_dual_cestra,2025-08-12T11:00:00.000+00:00,1,30,30,30.0,30.0,pc
secura_dual_cestra,2025-08-12T15:00:00.000+00:00,2,25,33,29.0,29.0,pc
secura_dual_cestra,2025-08-12T16:00:00.000+00:00,1,28,28,28.0,28.0,pc
secura_dual_cestra,2025-08-12T18:00:00.000+00:00,1,35,35,35.0,35.0,pc
secura_dual_cestra,2025-08-12T20:00:00.000+00:00,1,30,30,30.0,30.0,pc
creeping_bullseye,2025-08-10T21:00:00.000+00:00,1,15,15,15.0,15.0,pc
creeping_bullseye,2025-08-10T22:00:00.000+00:00,8,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-10T23:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T00:00:00.000+00:00,2,10,12,11.0,11.0,pc
creeping_bullseye,2025-08-11T01:00:00.000+00:00,6,3,4,3.5,4.0,pc
creeping_bullseye,2025-08-11T02:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T03:00:00.000+00:00,2,4,5,4.5,4.5,pc
creeping_bullseye,2025-08-11T04:00:00.000+00:00,4,4,4,4.0,4.0,pc
creeping_bullseye,2025-08-11T06:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T07:00:00.000+00:00,1,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-11T08:00:00.000+00:00,3,4,5,4.5,5.0,pc
creeping_bullseye,2025-08-11T09:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T10:00:00.000+00:00,5,4,4,4.0,4.0,pc
creeping_bullseye,2025-08-11T11:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T12:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-11T14:00:00.000+00:00,6,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-11T15:00:00.000+00:00,2,4,5,4.5,4.5,pc
creeping_bullseye,2025-08-11T16:00:00.000+00:00,1,12,12,12.0,12.0,pc
creeping_bullseye,2025-08-11T17:00:00.000+00:00,6,4,5,4.5,4.5,pc
creeping_bullseye,2025-08-11T18:00:00.000+00:00,1,14,14,14.0,14.0,pc
creeping_bullseye,2025-08-11T19:00:00.000+00:00,1,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-11T20:00:00.000+00:00,2,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-11T21:00:00.000+00:00,2,3,5,4.0,4.0,pc
creeping_bullseye,2025-08-11T22:00:00.000+00:00,2,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-11T23:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-12T00:00:00.000+00:00,5,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-12T01:00:00.000+00:00,4,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-12T02:00:00.000+00:00,3,4,4,4.0,4.0,pc
creeping_bullseye,2025-08-12T03:00:00.000+00:00,1,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-12T04:00:00.000+00:00,2,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-12T06:00:00.000+00:00,5,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-12T08:00:00.000+00:00,1,15,15,15.0,15.0,pc
creeping_bullseye,2025-08-12T09:00:00.000+00:00,1,15,15,15.0,15.0,pc
creeping_bullseye,2025-08-12T10:00:00.000+00:00,6,3,5,4.0,4.5,pc
creeping_bullseye,2025-08-12T11:00:00.000+00:00,1,4,4,4.0,4.0,pc
creeping_bullseye,2025-08-12T12:00:00.000+00:00,5,4,5,4.5,4.5,pc
creeping_bullseye,2025-08-12T13:00:00.000+00:00,4,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-12T14:00:00.000+00:00,2,13,14,13.5,13.5,pc
creeping_bullseye,2025-08-12T15:00:00.000+00:00,1,10,10,10.0,10.0,pc
creeping_bullseye,2025-08-12T16:00:00.000+00:00,6,4,5,4.5,4.0,pc
creeping_bullseye,2025-08-12T17:00:00.000+00:00,1,5,5,5.0,5.0,pc
creeping_bullseye,2025-08-12T18:00:00.000+00:00,1,15,15,15.0,15.0,pc
creeping_bullseye,2025-08-12T19:00:00.000+00:00,2,3,4,3.5,3.5,pc
creeping_bullseye,2025-08-12T20:00:00.000+00:00,2,5,5,5.0,5.0,pc
mutalist_alad_v_assassinate_key,2025-08-10T21:00:00.000+00:00,6,9,9,9.0,9.0,pc
mutalist_alad_v_assassinate_key,2025-08-11T19:00:00.000+00:00,1,8,8,8.0,8.0,pc
mutalist_alad_v_assassinate_key,2025-08-12T01:00:00.000+00:00,1,10,10,10.0,10.0,pc
mutalist_alad_v_assassinate_key,2025-08-12T12:00:00.000+00:00,4,8,8,8.0,8.0,pc
mutalist_alad_v_assassinate_key,2025-08-12T19:00:00.000+00:00,1,8,8,8.0,8.0,pc
irradiating_disarm,2025-08-11T00:00:00.000+00:00,1,9,9,9.0,9.0,pc
antimatter_absorb,2025-08-12T11:00:00.000+00:00,1,10,10,10.0,10.0,pc
antimatter_absorb,2025-08-12T12:00:00.000+00:00,1,10,10,10.0,10.0,pc
antimatter_absorb,2025-08-12T19:00:00.000+00:00,1,15,15,15.0,15.0,pc
arcane_barrier,2025-08-11T00:00:00.000+00:00,1,60,60,60.0,60.0,pc
arcane_barrier,2025-08-11T01:00:00.000+00:00,1,80,80,80.0,80.0,pc
arcane_barrier,2025-08-11T02:00:00.000+00:00,4,5,5,5.0,5.0,pc
arcane_barrier,2025-08-11T05:00:00.000+00:00,1,80,80,80.0,80.0,pc
arcane_barrier,2025-08-11T07:00:00.000+00:00,1,99,99,99.0,99.0,pc
arcane_barrier,2025-08-11T08:00:00.000+00:00,2,55,55,55.0,55.0,pc
arcane_barrier,2025-08-11T09:00:00.000+00:00,13,4,4,4.0,4.0,pc
arcane_barrier,2025-08-11T10:00:00.000+00:00,1,72,72,72.0,72.0,pc
arcane_barrier,2025-08-11T13:00:00.000+00:00,10,5,5,5.0,5.0,pc
arcane_barrier,2025-08-11T14:00:00.000+00:00,3,70,85,77.5,80.0,pc
arcane_barrier,2025-08-11T15:00:00.000+00:00,1,70,70,70.0,70.0,pc
arcane_barrier,2025-08-11T17:00:00.000+00:00,1,4,4,4.0,4.0,pc
arcane_barrier,2025-08-11T18:00:00.000+00:00,1,75,75,75.0,75.0,pc
arcane_barrier,2025-08-11T19:00:00.000+00:00,1,69,69,69.0,69.0,pc
arcane_barrier,2025-08-11T21:00:00.000+00:00,4,4,4,4.0,4.0,pc
arcane_barrier,2025-08-11T23:00:00.000+00:00,1,69,69,69.0,69.0,pc
arcane_barrier,2025-08-12T01:00:00.000+00:00,1,4,4,4.0,4.0,pc
arcane_barrier,2025-08-12T08:00:00.000+00:00,1,70,70,70.0,70.0,pc
arcane_barrier,2025-08-12T09:00:00.000+00:00,1,70,70,70.0,70.0,pc
arcane_barrier,2025-08-12T10:00:00.000+00:00,1,4,4,4.0,4.0,pc
arcane_barrier,2025-08-12T11:00:00.000+00:00,1,4,4,4.0,4.0,pc
arcane_barrier,2025-08-12T14:00:00.000+00:00,9,4,4,4.0,4.0,pc
arcane_barrier,2025-08-12T16:00:00.000+00:00,2,4,4,4.0,4.0,pc
arcane_barrier,2025-08-12T17:00:00.000+00:00,1,66,66,66.0,66.0,pc
arcane_barrier,2025-08-12T18:00:00.000+00:00,1,70,70,70.0,70.0,pc
arcane_barrier,2025-08-12T20:00:00.000+00:00,1,69,69,69.0,69.0,pc
arcane_ice,2025-08-11T10:00:00.000+00:00,1,25,25,25.0,25.0,pc
arcane_ice,2025-08-11T15:00:00.000+00:00,1,30,30,30.0,30.0,pc
arcane_ice,2025-08-12T07:00:00.000+00:00,1,23,23,23.0,23.0,pc
arcane_ice,2025-08-12T14:00:00.000+00:00,1,25,25,25.0,25.0,pc
telos_boltor,2025-08-11T00:00:00.000+00:00,3,25,30,27.5,30.0,pc
telos_boltor,2025-08-11T02:00:00.000+00:00,2,30,35,32.5,32.5,pc
telos_boltor,2025-08-11T03:00:00.000+00:00,4,15,35,25.0,32.5,pc
telos_boltor,2025-08-11T04:00:00.000+00:00,1,34,34,34.0,34.0,pc
telos_boltor,2025-08-11T06:00:00.000+00:00,1,30,30,30.0,30.0,pc
telos_boltor,2025-08-11T07:00:00.000+00:00,2,30,30,30.0,30.0,pc
telos_boltor,2025-08-11T08:00:00.000+00:00,1,25,25,25.0,25.0,pc
telos_boltor,2025-08-11T09:00:00.000+00:00,4,25,30,27.5,29.5,pc
telos_boltor,2025-08-11T10:00:00.000+00:00,2,25,35,30.0,30.0,pc
telos_boltor,2025-08-11T12:00:00.000+00:00,2,30,30,30.0,30.0,pc
telos_boltor,2025-08-11T14:00:00.000+00:00,3,28,30,29.0,28.0,pc
telos_boltor,2025-08-11T15:00:00.000+00:00,2,15,24,19.5,19.5,pc
telos_boltor,2025-08-11T17:00:00.000+00:00,1,20,20,20.0,20.0,pc
telos_boltor,2025-08-11T18:00:00.000+00:00,2,20,30,25.0,25.0,pc
telos_boltor,2025-08-11T19:00:00.000+00:00,3,15,30,22.5,22.0,pc
telos_boltor,2025-08-11T22:00:00.000+00:00,2,23,25,24.0,24.0,pc
telos_boltor,2025-08-11T23:00:00.000+00:00,1,30,30,30.0,30.0,pc
telos_boltor,2025-08-12T00:00:00.000+00:00,1,30,30,30.0,30.0,pc
telos_boltor,2025-08-12T02:00:00.000+00:00,1,30,30,30.0,30.0,pc
telos_boltor,2025-08-12T04:00:00.000+00:00,2,22,23,22.5,22.5,pc
telos_boltor,2025-08-12T05:00:00.000+00:00,1,30,30,30.0,30.0,pc
telos_boltor,2025-08-12T07:00:00.000+00:00,1,20,20,20.0,20.0,pc
telos_boltor,2025-08-12T12:00:00.000+00:00,2,20,30,25.0,25.0,pc
telos_boltor,2025-08-12T13:00:00.000+00:00,1,14,14,14.0,14.0,pc
telos_boltor,2025-08-12T14:00:00.000+00:00,2,20,30,25.0,25.0,pc
telos_boltor,2025-08-12T15:00:00.000+00:00,3,20,30,25.0,24.0,pc
telos_boltor,2025-08-12T16:00:00.000+00:00,2,24,35,29.5,29.5,pc
telos_boltor,2025-08-12T17:00:00.000+00:00,4,24,24,24.0,24.0,pc
telos_boltor,2025-08-12T20:00:00.000+00:00,2,24,30,27.0,27.0,pc
frost_prime_set,2025-08-10T22:00:00.000+00:00,2,89,89,89.0,89.0,pc
frost_prime_set,2025-08-10T23:00:00.000+00:00,2,89,90,89.5,89.5,pc
frost_prime_set,2025-08-11T00:00:00.000+00:00,3,90,91,90.5,90.0,pc
frost_prime_set,2025-08-11T02:00:00.000+00:00,3,88,90,89.0,89.0,pc
frost_prime_set,2025-08-11T03:00:00.000+00:00,2,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T04:00:00.000+00:00,2,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T05:00:00.000+00:00,2,89,90,89.5,89.5,pc
frost_prime_set,2025-08-11T06:00:00.000+00:00,4,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T07:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T08:00:00.000+00:00,3,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T09:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T11:00:00.000+00:00,3,89,90,89.5,90.0,pc
frost_prime_set,2025-08-11T12:00:00.000+00:00,1,89,89,89.0,89.0,pc
frost_prime_set,2025-08-11T13:00:00.000+00:00,1,89,89,89.0,89.0,pc
frost_prime_set,2025-08-11T14:00:00.000+00:00,3,88,90,89.0,89.0,pc
frost_prime_set,2025-08-11T16:00:00.000+00:00,3,89,90,89.5,89.5,pc
frost_prime_set,2025-08-11T17:00:00.000+00:00,2,89,90,89.5,89.5,pc
frost_prime_set,2025-08-11T18:00:00.000+00:00,3,89,90,89.5,89.0,pc
frost_prime_set,2025-08-11T19:00:00.000+00:00,7,89,90,89.5,89.5,pc
frost_prime_set,2025-08-11T20:00:00.000+00:00,4,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T21:00:00.000+00:00,3,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T22:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-11T23:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T00:00:00.000+00:00,5,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T01:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T03:00:00.000+00:00,3,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T04:00:00.000+00:00,2,88,90,89.0,89.0,pc
frost_prime_set,2025-08-12T05:00:00.000+00:00,3,89,90,89.5,90.0,pc
frost_prime_set,2025-08-12T06:00:00.000+00:00,4,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T07:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T08:00:00.000+00:00,4,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T09:00:00.000+00:00,2,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T11:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T12:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T14:00:00.000+00:00,3,89,90,89.5,89.0,pc
frost_prime_set,2025-08-12T15:00:00.000+00:00,2,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T17:00:00.000+00:00,2,89,90,89.5,89.5,pc
frost_prime_set,2025-08-12T18:00:00.000+00:00,1,90,90,90.0,90.0,pc
frost_prime_set,2025-08-12T19:00:00.000+00:00,4,88,90,89.0,90.0,pc
targeting_subsystem,2025-08-10T22:00:00.000+00:00,1,9,9,9.0,9.0,pc
targeting_subsystem,2025-08-10T23:00:00.000+00:00,2,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T00:00:00.000+00:00,1,9,9,9.0,9.0,pc
targeting_subsystem,2025-08-11T02:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T07:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T10:00:00.000+00:00,2,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T11:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T15:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T16:00:00.000+00:00,1,30,30,30.0,30.0,pc
targeting_subsystem,2025-08-11T17:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T19:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T20:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-11T22:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-12T05:00:00.000+00:00,1,9,9,9.0,9.0,pc
targeting_subsystem,2025-08-12T12:00:00.000+00:00,1,11,11,11.0,11.0,pc
targeting_subsystem,2025-08-12T17:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-12T19:00:00.000+00:00,1,10,10,10.0,10.0,pc
targeting_subsystem,2025-08-12T20:00:00.000+00:00,2,19,35,27.0,27.0,pc
strun_wraith_receiver,2025-08-10T22:00:00.000+00:00,1,15,15,15.0,15.0,pc
strun_wraith_receiver,2025-08-10T23:00:00.000+00:00,1,15,15,15.0,15.0,pc
strun_wraith_receiver,2025-08-11T18:00:00.000+00:00,2,19,19,19.0,19.0,pc
strun_wraith_receiver,2025-08-11T21:00:00.000+00:00,1,11,11,11.0,11.0,pc
strun_wraith_receiver,2025-08-12T01:00:00.000+00:00,2,11,18,14.5,14.5,pc
strun_wraith_receiver,2025-08-12T10:00:00.000+00:00,1,18,18,18.0,18.0,pc
tectonic_fracture,2025-08-11T23:00:00.000+00:00,1,8,8,8.0,8.0,pc
mantis_set,2025-08-10T22:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-11T00:00:00.000+00:00,1,10,10,10.0,10.0,pc
mantis_set,2025-08-11T02:00:00.000+00:00,2,10,15,12.5,12.5,pc
mantis_set,2025-08-11T03:00:00.000+00:00,5,10,15,12.5,15.0,pc
mantis_set,2025-08-11T07:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-11T08:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-11T10:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-11T11:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-11T16:00:00.000+00:00,1,14,14,14.0,14.0,pc
mantis_set,2025-08-11T17:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-12T03:00:00.000+00:00,1,14,14,14.0,14.0,pc
mantis_set,2025-08-12T08:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-12T12:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-12T16:00:00.000+00:00,1,15,15,15.0,15.0,pc
mantis_set,2025-08-12T18:00:00.000+00:00,1,12,12,12.0,12.0,pc
mantis_set,2025-08-12T20:00:00.000+00:00,1,13,13,13.0,13.0,pc
acid_shells,2025-08-11T10:00:00.000+00:00,1,13,13,13.0,13.0,pc
acid_shells,2025-08-11T12:00:00.000+00:00,2,13,13,13.0,13.0,pc
acid_shells,2025-08-11T13:00:00.000+00:00,1,28,28,28.0,28.0,pc
acid_shells,2025-08-11T16:00:00.000+00:00,1,18,18,18.0,18.0,pc
acid_shells,2025-08-11T17:00:00.000+00:00,2,10,10,10.0,10.0,pc
acid_shells,2025-08-11T18:00:00.000+00:00,1,10,10,10.0,10.0,pc
acid_shells,2025-08-11T23:00:00.000+00:00,3,10,15,12.5,12.5,pc
acid_shells,2025-08-12T00:00:00.000+00:00,1,20,20,20.0,20.0,pc
acid_shells,2025-08-12T01:00:00.000+00:00,1,10,10,10.0,10.0,pc
acid_shells,2025-08-12T02:00:00.000+00:00,1,25,25,25.0,25.0,pc
acid_shells,2025-08-12T03:00:00.000+00:00,3,9,10,9.5,9.5,pc
acid_shells,2025-08-12T04:00:00.000+00:00,1,10,10,10.0,10.0,pc
acid_shells,2025-08-12T07:00:00.000+00:00,1,12,12,12.0,12.0,pc
acid_shells,2025-08-12T09:00:00.000+00:00,1,13,13,13.0,13.0,pc
acid_shells,2025-08-12T10:00:00.000+00:00,1,12,12,12.0,12.0,pc
acid_shells,2025-08-12T11:00:00.000+00:00,1,14,14,14.0,14.0,pc
acid_shells,2025-08-12T13:00:00.000+00:00,1,10,10,10.0,10.0,pc
acid_shells,2025-08-12T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
acid_shells,2025-08-12T15:00:00.000+00:00,1,19,19,19.0,19.0,pc
acid_shells,2025-08-12T17:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-10T21:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-10T23:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T00:00:00.000+00:00,3,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T01:00:00.000+00:00,3,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T02:00:00.000+00:00,1,9,9,9.0,9.0,pc
nightwatch_napalm,2025-08-11T03:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T05:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T07:00:00.000+00:00,1,11,11,11.0,11.0,pc
nightwatch_napalm,2025-08-11T08:00:00.000+00:00,3,10,14,12.0,10.0,pc
nightwatch_napalm,2025-08-11T09:00:00.000+00:00,1,8,8,8.0,8.0,pc
nightwatch_napalm,2025-08-11T11:00:00.000+00:00,6,19,19,19.0,19.0,pc
nightwatch_napalm,2025-08-11T12:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T13:00:00.000+00:00,2,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T14:00:00.000+00:00,3,10,12,11.0,10.0,pc
nightwatch_napalm,2025-08-11T15:00:00.000+00:00,2,10,12,11.0,11.0,pc
nightwatch_napalm,2025-08-11T16:00:00.000+00:00,2,8,10,9.0,9.0,pc
nightwatch_napalm,2025-08-11T17:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T18:00:00.000+00:00,3,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-11T20:00:00.000+00:00,2,10,15,12.5,12.5,pc
nightwatch_napalm,2025-08-12T00:00:00.000+00:00,1,8,8,8.0,8.0,pc
nightwatch_napalm,2025-08-12T03:00:00.000+00:00,1,9,9,9.0,9.0,pc
nightwatch_napalm,2025-08-12T07:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-12T09:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-12T11:00:00.000+00:00,2,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-12T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-12T15:00:00.000+00:00,1,10,10,10.0,10.0,pc
nightwatch_napalm,2025-08-12T17:00:00.000+00:00,4,8,10,9.0,9.0,pc
nightwatch_napalm,2025-08-12T19:00:00.000+00:00,2,8,9,8.5,8.5,pc
nightwatch_napalm,2025-08-12T20:00:00.000+00:00,1,10,10,10.0,10.0,pc
quasar_drill,2025-08-11T17:00:00.000+00:00,2,5,5,5.0,5.0,pc
quasar_drill,2025-08-12T00:00:00.000+00:00,1,5,5,5.0,5.0,pc
quasar_drill,2025-08-12T08:00:00.000+00:00,1,5,5,5.0,5.0,pc
comet_blast,2025-08-12T00:00:00.000+00:00,1,4,4,4.0,4.0,pc
kaszas_blade,2025-08-11T01:00:00.000+00:00,1,10,10,10.0,10.0,pc
kaszas_blade,2025-08-11T03:00:00.000+00:00,1,10,10,10.0,10.0,pc
kaszas_blade,2025-08-11T08:00:00.000+00:00,2,9,10,9.5,9.5,pc
kaszas_blade,2025-08-11T09:00:00.000+00:00,1,8,8,8.0,8.0,pc
kaszas_blade,2025-08-11T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
kaszas_blade,2025-08-11T17:00:00.000+00:00,1,8,8,8.0,8.0,pc
kaszas_blade,2025-08-12T04:00:00.000+00:00,1,8,8,8.0,8.0,pc
kaszas_blade,2025-08-12T05:00:00.000+00:00,1,10,10,10.0,10.0,pc
kaszas_blade,2025-08-12T12:00:00.000+00:00,1,9,9,9.0,9.0,pc
kaszas_blade,2025-08-12T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
kaszas_blade,2025-08-12T15:00:00.000+00:00,1,10,10,10.0,10.0,pc
velocitus_receiver,2025-08-10T21:00:00.000+00:00,1,8,8,8.0,8.0,pc
velocitus_receiver,2025-08-11T09:00:00.000+00:00,1,7,7,7.0,7.0,pc
velocitus_receiver,2025-08-11T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
velocitus_receiver,2025-08-11T19:00:00.000+00:00,1,9,9,9.0,9.0,pc
velocitus_receiver,2025-08-11T20:00:00.000+00:00,1,9,9,9.0,9.0,pc
velocitus_receiver,2025-08-11T23:00:00.000+00:00,1,10,10,10.0,10.0,pc
velocitus_receiver,2025-08-12T01:00:00.000+00:00,2,9,10,9.5,9.5,pc
velocitus_receiver,2025-08-12T04:00:00.000+00:00,1,8,8,8.0,8.0,pc
velocitus_receiver,2025-08-12T16:00:00.000+00:00,1,9,9,9.0,9.0,pc
fluctus_barrel,2025-08-10T22:00:00.000+00:00,2,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T04:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T05:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T06:00:00.000+00:00,4,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T17:00:00.000+00:00,2,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T19:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-11T22:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-12T00:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-12T03:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-12T05:00:00.000+00:00,1,7,7,7.0,7.0,pc
fluctus_barrel,2025-08-12T06:00:00.000+00:00,1,8,8,8.0,8.0,pc
fluctus_barrel,2025-08-12T10:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_barrel,2025-08-12T14:00:00.000+00:00,1,9,9,9.0,9.0,pc
fluctus_barrel,2025-08-12T18:00:00.000+00:00,2,9,9,9.0,9.0,pc
fluctus_limbs,2025-08-10T21:00:00.000+00:00,1,7,7,7.0,7.0,pc
fluctus_limbs,2025-08-11T03:00:00.000+00:00,3,8,10,9.0,10.0,pc
fluctus_limbs,2025-08-11T06:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_limbs,2025-08-11T09:00:00.000+00:00,1,9,9,9.0,9.0,pc
fluctus_limbs,2025-08-11T14:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_limbs,2025-08-11T19:00:00.000+00:00,2,10,10,10.0,10.0,pc
fluctus_limbs,2025-08-11T22:00:00.000+00:00,1,8,8,8.0,8.0,pc
fluctus_limbs,2025-08-11T23:00:00.000+00:00,1,8,8,8.0,8.0,pc
fluctus_limbs,2025-08-12T06:00:00.000+00:00,1,11,11,11.0,11.0,pc
fluctus_limbs,2025-08-12T11:00:00.000+00:00,2,8,8,8.0,8.0,pc
fluctus_limbs,2025-08-12T15:00:00.000+00:00,1,10,10,10.0,10.0,pc
fluctus_limbs,2025-08-12T16:00:00.000+00:00,1,8,8,8.0,8.0,pc
fluctus_stock,2025-08-11T05:00:00.000+00:00,1,9,9,9.0,9.0,pc
fluctus_stock,2025-08-11T17:00:00.000+00:00,1,7,7,7.0,7.0,pc
fluctus_stock,2025-08-11T19:00:00.000+00:00,1,6,6,6.0,6.0,pc
fluctus_stock,2025-08-11T23:00:00.000+00:00,1,9,9,9.0,9.0,pc
fluctus_stock,2025-08-12T03:00:00.000+00:00,1,6,6,6.0,6.0,pc
fluctus_stock,2025-08-12T07:00:00.000+00:00,1,6,6,6.0,6.0,pc
