item_url,ts,top_buy_avg,buy_count,top_sell_avg,sell_count,platform,weekly_volume_est
pistol_pestilence,2025-08-12T21:44:45Z,,0,4.667,43,pc,287
primed_morphic_transformer,2025-08-12T21:44:46Z,75.0,9,45.0,24,pc,18
frail_momentum,2025-08-12T21:44:48Z,,0,3.0,40,pc,18
pathogen_rounds,2025-08-12T21:44:49Z,,0,5.0,27,pc,71
arcane_aegis,2025-08-12T21:44:50Z,162.333,24,10.0,58,pc,728
sudden_impact,2025-08-12T21:44:51Z,,0,12.333,7,pc,6
arcane_consequence,2025-08-12T21:44:51Z,,0,3.667,13,pc,28
tempered_blade,2025-08-12T21:44:52Z,,0,2.667,19,pc,7
smite_corpus,2025-08-12T21:44:53Z,,0,3.667,14,pc,12
arcane_energize,2025-08-12T21:44:54Z,191.667,28,10.0,171,pc,1311
fanged_fusillade,2025-08-12T21:44:57Z,2.0,1,8.667,17,pc,29
gladiator_resolve,2025-08-12T21:44:58Z,,0,4.333,28,pc,63
ghost,2025-08-12T21:44:59Z,,0,1.333,21,pc,12
rime_rounds,2025-08-12T21:44:59Z,18.333,12,29.0,24,pc,335
vulkar_wraith,2025-08-12T21:45:00Z,21.667,3,128.667,3,pc,16
ayatan_piv_sculpture,2025-08-12T21:45:01Z,2.0,5,3.0,24,pc,304
negation_swarm,2025-08-12T21:45:02Z,,0,8.667,19,pc,11
blunderbuss,2025-08-12T21:45:03Z,,0,2.0,22,pc,9
sybaris_prime_barrel,2025-08-12T21:45:04Z,10.333,5,25.0,14,pc,126
centaur_aegis,2025-08-12T21:45:06Z,7.0,1,9.667,5,pc,87
cephalon_suda_augment_mod,2025-08-12T21:45:06Z,2.0,1,13.333,4,pc,22
banshee_prime_chassis_blueprint,2025-08-12T21:45:07Z,9.5,2,22.333,12,pc,230
chilling_grasp,2025-08-12T21:45:08Z,,0,2.0,22,pc,11
wukong_prime_chassis_blueprint,2025-08-12T21:45:09Z,4.0,2,10.0,14,pc,971
blazing_steel,2025-08-12T21:45:10Z,,0,3.333,12,pc,10
fired_up,2025-08-12T21:45:11Z,,0,2.0,24,pc,73
shattering_storm,2025-08-12T21:45:11Z,,0,11.333,11,pc,118
sense_danger,2025-08-12T21:45:13Z,,0,2.667,15,pc,8
bullet_dance,2025-08-12T21:45:13Z,10.0,1,25.0,21,pc,51
twin_vipers_wraith_blueprint,2025-08-12T21:45:15Z,6.333,3,12.0,5,pc,15
split_chamber,2025-08-12T21:45:15Z,,0,3.0,47,pc,94
north_wind,2025-08-12T21:45:16Z,,0,2.333,16,pc,8
shotgun_scavenger,2025-08-12T21:45:17Z,,0,9.0,10,pc,8
synoid_gammacor,2025-08-12T21:45:18Z,5.0,2,32.333,9,pc,121
helios_prime_set,2025-08-12T21:45:19Z,20.0,2,51.667,32,pc,294
rakta_ballistica,2025-08-12T21:45:20Z,,0,24.0,9,pc,65
hydroid_prime_neuroptics_blueprint,2025-08-12T21:45:21Z,4.0,2,14.333,18,pc,250
greedy_pull,2025-08-12T21:45:21Z,5.0,3,14.667,18,pc,81
silva_and_aegis_prime_set,2025-08-12T21:45:22Z,18.5,2,39.333,33,pc,100
sanctuary,2025-08-12T21:45:23Z,,0,3.0,15,pc,8
tether_grenades,2025-08-12T21:45:24Z,,0,1.667,17,pc,8
aviator,2025-08-12T21:45:25Z,,0,3.0,22,pc,51
swooping_falcon,2025-08-12T21:45:26Z,,0,3.333,23,pc,16
constitution,2025-08-12T21:45:27Z,5.0,1,8.667,41,pc,277
smite_infusion,2025-08-12T21:45:28Z,,0,15.667,14,pc,14
kavasa_prime_kubrow_collar_set,2025-08-12T21:45:28Z,15.0,3,33.0,11,pc,20
latron_prime_set,2025-08-12T21:45:29Z,92.0,12,105.0,21,pc,548
lex_prime_set,2025-08-12T21:45:31Z,4.0,2,6.667,26,pc,366
odonata_prime_set,2025-08-12T21:45:32Z,26.333,4,40.0,25,pc,130
gun_glide,2025-08-12T21:45:33Z,,0,3.0,14,pc,7
double_tap,2025-08-12T21:45:33Z,6.667,4,38.0,6,pc,138
final_act,2025-08-12T21:45:34Z,,0,17.5,2,pc,4
final_tap,2025-08-12T21:45:35Z,,0,90.0,3,pc,7
hydraulic_chamber,2025-08-12T21:45:35Z,,0,81.667,4,pc,10
hydraulic_gauge,2025-08-12T21:45:36Z,,0,50.0,1,pc,6
narrow_barrel,2025-08-12T21:45:37Z,,0,3.333,8,pc,14
strun_wraith_barrel,2025-08-12T21:45:38Z,7.0,1,13.0,8,pc,54
eidolon_zenurik_lens,2025-08-12T21:45:38Z,,0,21.0,8,pc,25
destreza_prime_handle,2025-08-12T21:45:39Z,,0,7.0,16,pc,77
enhanced_durability,2025-08-12T21:45:40Z,,0,2.333,16,pc,7
holster_amp,2025-08-12T21:45:41Z,,0,23.0,11,pc,36
arcane_strike,2025-08-12T21:45:41Z,33.667,10,4.0,56,pc,360
sinister_reach,2025-08-12T21:45:43Z,,0,2.667,21,pc,32
vectis_prime_set,2025-08-12T21:45:44Z,60.0,4,92.667,17,pc,96
carving_mantis,2025-08-12T21:45:45Z,5.0,1,4.667,16,pc,30
primed_pack_leader,2025-08-12T21:45:46Z,57.333,11,66.667,24,pc,56
arcane_nullifier,2025-08-12T21:45:47Z,62.0,7,4.333,21,pc,179
rhino_prime_set,2025-08-12T21:45:48Z,60.333,13,70.0,60,pc,431
sicarus_prime_set,2025-08-12T21:45:49Z,39.0,7,49.667,29,pc,127
grinloked,2025-08-12T21:45:50Z,,0,53.333,4,pc,4
arcane_victory,2025-08-12T21:45:50Z,,0,1.667,36,pc,11
hastened_steps,2025-08-12T21:45:51Z,,0,190.0,2,pc,8
boltor_prime_receiver,2025-08-12T21:45:52Z,2.0,1,7.0,16,pc,140
boltor_prime_stock,2025-08-12T21:45:53Z,5.0,1,10.333,14,pc,158
synoid_heliocor,2025-08-12T21:45:55Z,10.0,2,40.0,6,pc,97
elytron_systems_blueprint,2025-08-12T21:45:55Z,,0,30.0,2,pc,5
steel_meridian_augment_mod,2025-08-12T21:45:56Z,2.0,1,8.0,10,pc,22
shadow_harvest,2025-08-12T21:45:57Z,2.0,1,225.0,1,pc,4
tigris_prime_barrel,2025-08-12T21:45:57Z,4.0,1,4.667,13,pc,50
eject_magazine,2025-08-12T21:45:58Z,,0,3.0,20,pc,15
burning_wasp,2025-08-12T21:45:59Z,,0,1.0,25,pc,10
sharpened_bullets,2025-08-12T21:46:00Z,,0,6.333,13,pc,31
soma_prime_receiver,2025-08-12T21:46:00Z,5.0,1,16.667,16,pc,176
reaping_spiral,2025-08-12T21:46:01Z,,0,2.667,29,pc,33
soma_prime_stock,2025-08-12T21:46:02Z,26.0,7,37.667,15,pc,183
strafing_slide,2025-08-12T21:46:03Z,,0,3.333,13,pc,10
scimitar_set,2025-08-12T21:46:04Z,,0,13.333,19,pc,34
cataclysmic_continuum,2025-08-12T21:46:05Z,,0,10.667,16,pc,18
braton_prime_set,2025-08-12T21:46:06Z,5.0,6,5.333,64,pc,447
silva_and_aegis_prime_hilt,2025-08-12T21:46:07Z,,0,4.667,14,pc,48
hydroid_prime_chassis_blueprint,2025-08-12T21:46:08Z,3.0,2,8.333,25,pc,236
aklex_prime_blueprint,2025-08-12T21:46:08Z,3.0,1,7.333,17,pc,62
aklex_prime_set,2025-08-12T21:46:09Z,30.0,4,50.0,19,pc,108
ballistica_prime_blueprint,2025-08-12T21:46:10Z,5.667,3,17.667,6,pc,98
tranquil_cleave,2025-08-12T21:46:11Z,,0,4.0,25,pc,28
link_vitality,2025-08-12T21:46:12Z,33.0,2,4.0,26,pc,34
pack_leader,2025-08-12T21:46:12Z,,0,3.0,18,pc,8
soul_survivor,2025-08-12T21:46:13Z,,0,10.333,14,pc,8
thumper,2025-08-12T21:46:14Z,,0,1.667,15,pc,15
rush,2025-08-12T21:46:15Z,,0,2.0,22,pc,12
infected_clip,2025-08-12T21:46:16Z,,0,1.0,28,pc,8
cleanse_infested,2025-08-12T21:46:16Z,,0,3.0,13,pc,7
blaze,2025-08-12T21:46:17Z,21.667,6,42.333,22,pc,141
vacuum,2025-08-12T21:46:19Z,,0,3.333,23,pc,10
energy_generator,2025-08-12T21:46:19Z,28.667,4,49.333,15,pc,88
frost_jaw,2025-08-12T21:46:20Z,,0,7.0,39,pc,112
shock_collar,2025-08-12T21:46:21Z,13.0,4,25.667,24,pc,118
thrash_landing,2025-08-12T21:46:23Z,,0,66.333,3,pc,7
motus_impact,2025-08-12T21:46:23Z,,0,3.667,11,pc,8
aero_vantage,2025-08-12T21:46:24Z,,0,3.0,21,pc,27
motus_setup,2025-08-12T21:46:25Z,,0,3.667,23,pc,12
gale_kick,2025-08-12T21:46:26Z,,0,45.0,2,pc,21
motus_signal,2025-08-12T21:46:27Z,,0,3.0,16,pc,19
deck_12_scene,2025-08-12T21:46:28Z,,0,8.333,10,pc,12
ninkondi_prime_blueprint,2025-08-12T21:46:28Z,2.5,2,5.333,14,pc,99
zhuge_prime_barrel,2025-08-12T21:46:29Z,7.667,5,12.667,14,pc,257
ninkondi_prime_handle,2025-08-12T21:46:30Z,10.0,4,16.333,25,pc,458
ninkondi_prime_set,2025-08-12T21:46:31Z,20.0,3,58.333,27,pc,155
