set_url,platform,part_url,quantity_for_set,unit_cost_latest,buy_med_latest,sell_med_latest,sell_depth_med_latest,latest_date_part,unit_cost_source
hikou_prime_set,pc,hikou_prime_stars,2,3.0,3.0,7.333,7.0,2025-09-18 00:00:00+00:00,BUY
hildryn_prime_set,pc,hildryn_prime_blueprint,1,25.667,25.667,38.333,12.0,2025-09-18 00:00:00+00:00,BUY
hildryn_prime_set,pc,hildryn_prime_chassis_blueprint,1,6.667,,6.667,16.0,2025-09-18 00:00:00+00:00,SELL
hildryn_prime_set,pc,hildryn_prime_neuroptics_blueprint,1,2.0,2.0,3.667,16.0,2025-09-18 00:00:00+00:00,BUY
hildryn_prime_set,pc,hildryn_prime_systems_blueprint,1,2.0,,2.0,22.0,2025-09-18 00:00:00+00:00,SELL
hydroid_prime_set,pc,hydroid_prime_blueprint,1,7.1665,7.1665,18.667,13.5,2025-09-18 00:00:00+00:00,BUY
hydroid_prime_set,pc,hydroid_prime_chassis_blueprint,1,3.1665,3.1665,8.167,20.0,2025-09-18 00:00:00+00:00,BUY
hydroid_prime_set,pc,hydroid_prime_neuroptics_blueprint,1,6.833,6.833,18.0,17.5,2025-09-18 00:00:00+00:00,BUY
hydroid_prime_set,pc,hydroid_prime_systems_blueprint,1,32.0,32.0,43.5,13.5,2025-09-18 00:00:00+00:00,BUY
hystrix_prime_set,pc,hystrix_prime_barrel,1,4.667,,4.667,12.0,2025-09-18 00:00:00+00:00,SELL
hystrix_prime_set,pc,hystrix_prime_blueprint,1,1.0,1.0,6.667,5.0,2025-09-18 00:00:00+00:00,BUY
hystrix_prime_set,pc,hystrix_prime_receiver,1,4.5,4.5,12.667,10.0,2025-09-18 00:00:00+00:00,BUY
inaros_prime_set,pc,inaros_prime_blueprint,1,3.667,3.667,7.333,14.0,2025-09-18 00:00:00+00:00,BUY
inaros_prime_set,pc,inaros_prime_chassis_blueprint,1,4.0,,4.0,29.0,2025-09-18 00:00:00+00:00,SELL
inaros_prime_set,pc,inaros_prime_neuroptics_blueprint,1,31.667,31.667,47.667,7.0,2025-09-18 00:00:00+00:00,BUY
inaros_prime_set,pc,inaros_prime_systems_blueprint,1,2.5,2.5,5.333,23.0,2025-09-18 00:00:00+00:00,BUY
ivara_prime_set,pc,ivara_prime_blueprint,1,3.5,3.5,5.1665,24.0,2025-09-18 00:00:00+00:00,BUY
ivara_prime_set,pc,ivara_prime_chassis_blueprint,1,26.167,26.167,37.0,13.0,2025-09-18 00:00:00+00:00,BUY
ivara_prime_set,pc,ivara_prime_neuroptics_blueprint,1,2.5,2.5,4.3335,21.0,2025-09-18 00:00:00+00:00,BUY
ivara_prime_set,pc,ivara_prime_systems_blueprint,1,5.0,5.0,7.1665,22.5,2025-09-18 00:00:00+00:00,BUY
karyst_prime_set,pc,karyst_prime_blade,1,11.0,11.0,18.333,6.0,2025-09-18 00:00:00+00:00,BUY
karyst_prime_set,pc,karyst_prime_blueprint,1,2.5,2.5,5.0,12.0,2025-09-18 00:00:00+00:00,BUY
karyst_prime_set,pc,karyst_prime_handle,1,4.333,,4.333,7.0,2025-09-18 00:00:00+00:00,SELL
khora_prime_set,pc,khora_prime_blueprint,1,17.333,17.333,36.667,9.0,2025-09-18 00:00:00+00:00,BUY
khora_prime_set,pc,khora_prime_chassis_blueprint,1,4.667,,4.667,22.0,2025-09-18 00:00:00+00:00,SELL
khora_prime_set,pc,khora_prime_neuroptics_blueprint,1,18.667,18.667,33.333,12.0,2025-09-18 00:00:00+00:00,BUY
khora_prime_set,pc,khora_prime_systems_blueprint,1,2.0,2.0,4.667,27.0,2025-09-18 00:00:00+00:00,BUY
knell_prime_set,pc,knell_prime_barrel,1,16.6665,16.6665,31.833,11.0,2025-09-18 00:00:00+00:00,BUY
knell_prime_set,pc,knell_prime_blueprint,1,3.667,,3.667,10.5,2025-09-18 00:00:00+00:00,SELL
knell_prime_set,pc,knell_prime_receiver,1,4.3335,,4.3335,12.5,2025-09-18 00:00:00+00:00,SELL
kogake_prime_set,pc,kogake_prime_blueprint,1,5.6665,,5.6665,10.5,2025-09-18 00:00:00+00:00,SELL
kogake_prime_set,pc,kogake_prime_boot,2,3.333,3.333,7.6665,7.0,2025-09-18 00:00:00+00:00,BUY
kogake_prime_set,pc,kogake_prime_gauntlet,2,13.6665,13.6665,18.1665,7.5,2025-09-18 00:00:00+00:00,BUY
kompressa_prime_set,pc,kompressa_prime_barrel,1,4.667,4.667,9.0,23.0,2025-09-18 00:00:00+00:00,BUY
kompressa_prime_set,pc,kompressa_prime_blueprint,1,4.333,,4.333,15.0,2025-09-18 00:00:00+00:00,SELL
kompressa_prime_set,pc,kompressa_prime_reciever,1,1.5,1.5,10.0,18.0,2025-09-18 00:00:00+00:00,BUY
kronen_prime_set,pc,kronen_prime_blade,2,19.8335,19.8335,24.5,17.0,2025-09-18 00:00:00+00:00,BUY
kronen_prime_set,pc,kronen_prime_blueprint,1,3.0,3.0,3.6665,20.5,2025-09-18 00:00:00+00:00,BUY
kronen_prime_set,pc,kronen_prime_handle,2,9.5,9.5,15.3335,12.0,2025-09-18 00:00:00+00:00,BUY
larkspur_prime_set,pc,larkspur_prime_barrel,1,12.0,12.0,23.3335,6.5,2025-09-18 00:00:00+00:00,BUY
larkspur_prime_set,pc,larkspur_prime_blueprint,1,3.6665,,3.6665,9.0,2025-09-18 00:00:00+00:00,SELL
larkspur_prime_set,pc,larkspur_prime_receiver,1,1.5835,1.5835,3.8335,14.0,2025-09-18 00:00:00+00:00,BUY
larkspur_prime_set,pc,larkspur_prime_stock,1,1.5,1.5,3.833,10.5,2025-09-18 00:00:00+00:00,BUY
latron_prime_set,pc,latron_prime_barrel,1,8.1665,8.1665,15.8335,19.5,2025-09-18 00:00:00+00:00,BUY
latron_prime_set,pc,latron_prime_blueprint,1,15.832999999999998,15.832999999999998,28.1665,14.0,2025-09-18 00:00:00+00:00,BUY
latron_prime_set,pc,latron_prime_receiver,1,10.25,10.25,14.5,16.5,2025-09-18 00:00:00+00:00,BUY
latron_prime_set,pc,latron_prime_stock,1,9.0,9.0,22.5,12.0,2025-09-18 00:00:00+00:00,BUY
lavos_prime_set,pc,lavos_prime_blueprint,1,3.667,3.667,5.0,20.0,2025-09-18 00:00:00+00:00,BUY
lavos_prime_set,pc,lavos_prime_chassis_blueprint,1,1.0,1.0,3.0,34.0,2025-09-18 00:00:00+00:00,BUY
lavos_prime_set,pc,lavos_prime_neuroptics_blueprint,1,1.0,1.0,2.667,35.0,2025-09-18 00:00:00+00:00,BUY
lavos_prime_set,pc,lavos_prime_systems_blueprint,1,7.0,7.0,13.333,11.0,2025-09-18 00:00:00+00:00,BUY
lex_prime_set,pc,lex_prime_barrel,1,2.0,,2.0,15.0,2025-09-18 00:00:00+00:00,SELL
lex_prime_set,pc,lex_prime_blueprint,1,1.6665,,1.6665,16.5,2025-09-18 00:00:00+00:00,SELL
lex_prime_set,pc,lex_prime_receiver,1,2.0,2.0,2.5,11.5,2025-09-18 00:00:00+00:00,BUY
limbo_prime_set,pc,limbo_prime_blueprint,1,5.0,5.0,7.0,18.0,2025-09-18 00:00:00+00:00,BUY
limbo_prime_set,pc,limbo_prime_chassis_blueprint,1,36.667,36.667,43.0,12.0,2025-09-18 00:00:00+00:00,BUY
limbo_prime_set,pc,limbo_prime_neuroptics_blueprint,1,10.667,10.667,20.667,7.0,2025-09-18 00:00:00+00:00,BUY
limbo_prime_set,pc,limbo_prime_systems_blueprint,1,4.0,,4.0,18.0,2025-09-18 00:00:00+00:00,SELL
loki_prime_set,pc,loki_prime_blueprint,1,4.0,4.0,10.0,15.0,2025-09-18 00:00:00+00:00,BUY
loki_prime_set,pc,loki_prime_chassis_blueprint,1,6.5,6.5,19.667,10.0,2025-09-18 00:00:00+00:00,BUY
loki_prime_set,pc,loki_prime_neuroptics_blueprint,1,6.667,6.667,16.0,9.0,2025-09-18 00:00:00+00:00,BUY
loki_prime_set,pc,loki_prime_systems_blueprint,1,26.667,26.667,28.667,13.0,2025-09-18 00:00:00+00:00,BUY
mag_prime_set,pc,mag_prime_blueprint,1,28.667,28.667,43.333,6.0,2025-09-18 00:00:00+00:00,BUY
mag_prime_set,pc,mag_prime_chassis_blueprint,1,4.667,4.667,10.0,18.0,2025-09-18 00:00:00+00:00,BUY
mag_prime_set,pc,mag_prime_neuroptics_blueprint,1,8.667,8.667,13.333,9.0,2025-09-18 00:00:00+00:00,BUY
mag_prime_set,pc,mag_prime_systems_blueprint,1,9.667,9.667,15.333,11.0,2025-09-18 00:00:00+00:00,BUY
magnus_prime_set,pc,magnus_prime_barrel,1,14.0,14.0,38.667,4.0,2025-09-18 00:00:00+00:00,BUY
magnus_prime_set,pc,magnus_prime_blueprint,1,1.0,1.0,5.0,10.0,2025-09-18 00:00:00+00:00,BUY
magnus_prime_set,pc,magnus_prime_receiver,1,4.333,,4.333,11.0,2025-09-18 00:00:00+00:00,SELL
masseter_prime_set,pc,masseter_prime_blade,1,6.5,6.5,7.8335,15.5,2025-09-18 00:00:00+00:00,BUY
masseter_prime_set,pc,masseter_prime_blueprint,1,1.8335,1.8335,2.0,23.5,2025-09-18 00:00:00+00:00,BUY
masseter_prime_set,pc,masseter_prime_handle,1,1.5,,1.5,11.5,2025-09-18 00:00:00+00:00,SELL
mesa_prime_set,pc,mesa_prime_blueprint,1,5.0,5.0,5.1665,28.0,2025-09-18 00:00:00+00:00,BUY
mesa_prime_set,pc,mesa_prime_chassis_blueprint,1,2.5,2.5,5.1665,28.5,2025-09-18 00:00:00+00:00,BUY
mesa_prime_set,pc,mesa_prime_neuroptics_blueprint,1,25.667,25.667,33.833,17.0,2025-09-18 00:00:00+00:00,BUY
mesa_prime_set,pc,mesa_prime_systems_blueprint,1,11.6665,11.6665,20.5,22.5,2025-09-18 00:00:00+00:00,BUY
mirage_prime_set,pc,mirage_prime_blueprint,1,33.3335,33.3335,41.5,20.5,2025-09-18 00:00:00+00:00,BUY
mirage_prime_set,pc,mirage_prime_chassis_blueprint,1,6.6665,6.6665,9.3335,13.5,2025-09-18 00:00:00+00:00,BUY
mirage_prime_set,pc,mirage_prime_neuroptics_blueprint,1,2.667,2.667,5.833,25.0,2025-09-18 00:00:00+00:00,BUY
mirage_prime_set,pc,mirage_prime_systems_blueprint,1,13.167,13.167,18.0,17.0,2025-09-18 00:00:00+00:00,BUY
nagantaka_prime_set,pc,nagantaka_prime_barrel,1,3.0,3.0,5.6665,10.5,2025-09-18 00:00:00+00:00,BUY
nagantaka_prime_set,pc,nagantaka_prime_blueprint,1,6.5,6.5,16.1665,11.5,2025-09-18 00:00:00+00:00,BUY
nagantaka_prime_set,pc,nagantaka_prime_receiver,1,1.1665,1.1665,4.1665,18.5,2025-09-18 00:00:00+00:00,BUY
nagantaka_prime_set,pc,nagantaka_prime_stock,1,1.25,1.25,6.0,11.0,2025-09-18 00:00:00+00:00,BUY
nami_skyla_prime_set,pc,nami_skyla_prime_blade,2,22.333,22.333,34.333,8.0,2025-09-18 00:00:00+00:00,BUY
nami_skyla_prime_set,pc,nami_skyla_prime_blueprint,1,3.5,3.5,8.0,6.0,2025-09-18 00:00:00+00:00,BUY
nami_skyla_prime_set,pc,nami_skyla_prime_handle,2,8.0,,8.0,8.0,2025-09-18 00:00:00+00:00,SELL
nautilus_prime_set,pc,nautilus_prime_blueprint,1,6.0,6.0,10.0,15.0,2025-09-18 00:00:00+00:00,BUY
nautilus_prime_set,pc,nautilus_prime_carapace,1,3.333,,3.333,10.0,2025-09-18 00:00:00+00:00,SELL
nautilus_prime_set,pc,nautilus_prime_cerebrum,1,7.333,7.333,17.333,5.0,2025-09-18 00:00:00+00:00,BUY
nautilus_prime_set,pc,nautilus_prime_systems,1,1.0,1.0,1.667,27.0,2025-09-18 00:00:00+00:00,BUY
nekros_prime_set,pc,nekros_prime_blueprint,1,15.6665,15.6665,27.667,15.5,2025-09-18 00:00:00+00:00,BUY
nekros_prime_set,pc,nekros_prime_chassis_blueprint,1,8.0,8.0,9.5,23.5,2025-09-18 00:00:00+00:00,BUY
nekros_prime_set,pc,nekros_prime_neuroptics_blueprint,1,15.1665,15.1665,22.5,16.5,2025-09-18 00:00:00+00:00,BUY
nekros_prime_set,pc,nekros_prime_systems_blueprint,1,22.5,22.5,28.3335,29.0,2025-09-18 00:00:00+00:00,BUY
nezha_prime_set,pc,nezha_prime_blueprint,1,2.0,2.0,7.0,11.0,2025-09-18 00:00:00+00:00,BUY
nezha_prime_set,pc,nezha_prime_chassis_blueprint,1,20.0,20.0,29.667,9.0,2025-09-18 00:00:00+00:00,BUY
nezha_prime_set,pc,nezha_prime_neuroptics_blueprint,1,13.0,13.0,31.667,5.0,2025-09-18 00:00:00+00:00,BUY
nezha_prime_set,pc,nezha_prime_systems_blueprint,1,2.0,2.0,4.667,20.0,2025-09-18 00:00:00+00:00,BUY
nidus_prime_set,pc,nidus_prime_blueprint,1,5.333,,5.333,7.0,2025-09-18 00:00:00+00:00,SELL
nidus_prime_set,pc,nidus_prime_chassis_blueprint,1,13.333,13.333,24.0,8.0,2025-09-18 00:00:00+00:00,BUY
nidus_prime_set,pc,nidus_prime_neuroptics_blueprint,1,23.0,23.0,33.0,19.0,2025-09-18 00:00:00+00:00,BUY
nidus_prime_set,pc,nidus_prime_systems_blueprint,1,2.0,2.0,4.333,12.0,2025-09-18 00:00:00+00:00,BUY
nikana_prime_set,pc,nikana_prime_blade,1,11.6665,11.6665,20.3335,15.0,2025-09-18 00:00:00+00:00,BUY
nikana_prime_set,pc,nikana_prime_blueprint,1,2.9165,2.9165,8.8335,21.5,2025-09-18 00:00:00+00:00,BUY
nikana_prime_set,pc,nikana_prime_hilt,1,33.6665,33.6665,48.833,12.5,2025-09-18 00:00:00+00:00,BUY
ninkondi_prime_set,pc,ninkondi_prime_blueprint,1,2.0,2.0,4.1665,14.5,2025-09-18 00:00:00+00:00,BUY
ninkondi_prime_set,pc,ninkondi_prime_chain,1,2.0,2.0,3.5,11.5,2025-09-18 00:00:00+00:00,BUY
ninkondi_prime_set,pc,ninkondi_prime_handle,2,13.0,13.0,16.833,10.5,2025-09-18 00:00:00+00:00,BUY
nova_prime_set,pc,nova_prime_blueprint,1,12.3335,12.3335,18.5,18.0,2025-09-18 00:00:00+00:00,BUY
nova_prime_set,pc,nova_prime_chassis_blueprint,1,38.667,38.667,49.1665,31.0,2025-09-18 00:00:00+00:00,BUY
nova_prime_set,pc,nova_prime_neuroptics_blueprint,1,11.6665,11.6665,16.1665,14.5,2025-09-18 00:00:00+00:00,BUY
nova_prime_set,pc,nova_prime_systems_blueprint,1,10.5,10.5,16.8335,14.5,2025-09-18 00:00:00+00:00,BUY
nyx_prime_set,pc,nyx_prime_blueprint,1,5.0835,5.0835,10.333,15.0,2025-09-18 00:00:00+00:00,BUY
nyx_prime_set,pc,nyx_prime_chassis_blueprint,1,7.1665,7.1665,11.0,24.0,2025-09-18 00:00:00+00:00,BUY
nyx_prime_set,pc,nyx_prime_neuroptics_blueprint,1,39.1665,39.1665,56.5,11.0,2025-09-18 00:00:00+00:00,BUY
nyx_prime_set,pc,nyx_prime_systems_blueprint,1,6.25,6.25,11.167,18.0,2025-09-18 00:00:00+00:00,BUY
oberon_prime_set,pc,oberon_prime_blueprint,1,8.3335,8.3335,9.0,14.0,2025-09-18 00:00:00+00:00,BUY
oberon_prime_set,pc,oberon_prime_chassis_blueprint,1,5.3335,5.3335,8.6665,15.0,2025-09-18 00:00:00+00:00,BUY
oberon_prime_set,pc,oberon_prime_neuroptics_blueprint,1,18.333,18.333,26.8335,12.5,2025-09-18 00:00:00+00:00,BUY
oberon_prime_set,pc,oberon_prime_systems_blueprint,1,6.5,6.5,10.6665,18.0,2025-09-18 00:00:00+00:00,BUY
octavia_prime_set,pc,octavia_prime_blueprint,1,40.0,40.0,49.667,18.0,2025-09-18 00:00:00+00:00,BUY
octavia_prime_set,pc,octavia_prime_chassis_blueprint,1,6.333,6.333,10.333,10.0,2025-09-18 00:00:00+00:00,BUY
octavia_prime_set,pc,octavia_prime_neuroptics_blueprint,1,3.0,3.0,4.667,20.0,2025-09-18 00:00:00+00:00,BUY
octavia_prime_set,pc,octavia_prime_systems_blueprint,1,3.667,3.667,9.333,8.0,2025-09-18 00:00:00+00:00,BUY
odonata_prime_set,pc,odonata_prime_blueprint,1,2.5,2.5,7.8335,20.5,2025-09-18 00:00:00+00:00,BUY
odonata_prime_set,pc,odonata_prime_harness_blueprint,1,2.5,2.5,8.6665,10.5,2025-09-18 00:00:00+00:00,BUY
odonata_prime_set,pc,odonata_prime_systems_blueprint,1,6.333,6.333,7.167,17.0,2025-09-18 00:00:00+00:00,BUY
odonata_prime_set,pc,odonata_prime_wings_blueprint,1,7.3335,7.3335,18.8335,17.0,2025-09-18 00:00:00+00:00,BUY
okina_prime_set,pc,okina_prime_blade,2,2.667,,2.667,19.0,2025-09-18 00:00:00+00:00,SELL
okina_prime_set,pc,okina_prime_blueprint,1,5.667,5.667,9.333,12.0,2025-09-18 00:00:00+00:00,BUY
okina_prime_set,pc,okina_prime_handle,2,1.0,1.0,1.667,27.0,2025-09-18 00:00:00+00:00,BUY
orthos_prime_set,pc,orthos_prime_blade,2,1.5,1.5,3.0,19.5,2025-09-18 00:00:00+00:00,BUY
orthos_prime_set,pc,orthos_prime_blueprint,1,1.3335,1.3335,2.0,22.5,2025-09-18 00:00:00+00:00,BUY
orthos_prime_set,pc,orthos_prime_handle,1,2.0,,2.0,13.0,2025-09-18 00:00:00+00:00,SELL
pandero_prime_set,pc,pandero_prime_barrel,1,3.0,3.0,4.8335,10.5,2025-09-18 00:00:00+00:00,BUY
pandero_prime_set,pc,pandero_prime_blueprint,1,2.25,2.25,4.1665,8.0,2025-09-18 00:00:00+00:00,BUY
pandero_prime_set,pc,pandero_prime_receiver,1,12.167,12.167,34.5,7.0,2025-09-18 00:00:00+00:00,BUY
pangolin_prime_set,pc,pangolin_prime_blade,1,3.0,3.0,5.0,7.0,2025-09-18 00:00:00+00:00,BUY
pangolin_prime_set,pc,pangolin_prime_blueprint,1,6.333,6.333,18.333,4.0,2025-09-18 00:00:00+00:00,BUY
pangolin_prime_set,pc,pangolin_prime_handle,1,1.5,1.5,5.0,6.0,2025-09-18 00:00:00+00:00,BUY
panthera_prime_set,pc,panthera_prime_barrel,1,8.25,8.25,17.6665,8.5,2025-09-18 00:00:00+00:00,BUY
panthera_prime_set,pc,panthera_prime_blueprint,1,5.167,,5.167,10.5,2025-09-18 00:00:00+00:00,SELL
panthera_prime_set,pc,panthera_prime_receiver,1,8.5,8.5,16.0,12.5,2025-09-18 00:00:00+00:00,BUY
panthera_prime_set,pc,panthera_prime_stock,1,4.0,4.0,6.833,12.5,2025-09-18 00:00:00+00:00,BUY
paris_prime_set,pc,paris_prime_blueprint,1,1.8335,,1.8335,14.5,2025-09-18 00:00:00+00:00,SELL
paris_prime_set,pc,paris_prime_grip,1,1.3335,1.3335,2.0,17.5,2025-09-18 00:00:00+00:00,BUY
paris_prime_set,pc,paris_prime_lower_limb,1,2.0,2.0,4.3335,10.5,2025-09-18 00:00:00+00:00,BUY
paris_prime_set,pc,paris_prime_string,1,1.0,,1.0,17.0,2025-09-18 00:00:00+00:00,SELL
paris_prime_set,pc,paris_prime_upper_limb,1,1.0,1.0,1.0,21.0,2025-09-18 00:00:00+00:00,BUY
phantasma_prime_set,pc,phantasma_prime_barrel,1,5.0,5.0,23.333,6.0,2025-09-18 00:00:00+00:00,BUY
phantasma_prime_set,pc,phantasma_prime_blueprint,1,1.5,1.5,4.333,7.0,2025-09-18 00:00:00+00:00,BUY
phantasma_prime_set,pc,phantasma_prime_receiver,1,3.333,,3.333,13.0,2025-09-18 00:00:00+00:00,SELL
phantasma_prime_set,pc,phantasma_prime_stock,1,13.667,13.667,20.0,13.0,2025-09-18 00:00:00+00:00,BUY
protea_prime_set,pc,protea_prime_blueprint,1,2.0,,2.0,35.0,2025-09-18 00:00:00+00:00,SELL
protea_prime_set,pc,protea_prime_chassis_blueprint,1,12.333,12.333,19.333,15.0,2025-09-18 00:00:00+00:00,BUY
protea_prime_set,pc,protea_prime_neuroptics_blueprint,1,2.0,2.0,2.0,33.0,2025-09-18 00:00:00+00:00,BUY
protea_prime_set,pc,protea_prime_systems_blueprint,1,7.667,7.667,9.0,16.0,2025-09-18 00:00:00+00:00,BUY
pyrana_prime_set,pc,pyrana_prime_barrel,1,6.0,6.0,11.3335,18.5,2025-09-18 00:00:00+00:00,BUY
pyrana_prime_set,pc,pyrana_prime_blueprint,1,47.6665,47.6665,55.6665,18.5,2025-09-18 00:00:00+00:00,BUY
pyrana_prime_set,pc,pyrana_prime_receiver,1,6.25,6.25,13.1665,21.0,2025-09-18 00:00:00+00:00,BUY
quassus_prime_set,pc,quassus_prime_blade,2,6.0,6.0,8.333,10.0,2025-09-18 00:00:00+00:00,BUY
quassus_prime_set,pc,quassus_prime_blueprint,1,1.5,1.5,2.333,11.0,2025-09-18 00:00:00+00:00,BUY
quassus_prime_set,pc,quassus_prime_handle,2,1.0,1.0,2.667,19.0,2025-09-18 00:00:00+00:00,BUY
reaper_prime_set,pc,reaper_prime_blade,1,5.0,5.0,20.0,4.0,2025-09-18 00:00:00+00:00,BUY
reaper_prime_set,pc,reaper_prime_blueprint,1,3.0,3.0,10.0,6.0,2025-09-18 00:00:00+00:00,BUY
reaper_prime_set,pc,reaper_prime_handle,1,7.0,7.0,15.0,1.0,2025-09-18 00:00:00+00:00,BUY
redeemer_prime_set,pc,redeemer_prime_blade,1,3.0,3.0,4.0,12.0,2025-09-18 00:00:00+00:00,BUY
redeemer_prime_set,pc,redeemer_prime_blueprint,1,2.0,2.0,4.667,14.0,2025-09-18 00:00:00+00:00,BUY
redeemer_prime_set,pc,redeemer_prime_handle,1,26.667,26.667,62.5,2.0,2025-09-18 00:00:00+00:00,BUY
revenant_prime_set,pc,revenant_prime_blueprint,1,19.333,19.333,26.667,6.0,2025-09-18 00:00:00+00:00,BUY
revenant_prime_set,pc,revenant_prime_chassis_blueprint,1,2.333,2.333,4.667,19.0,2025-09-18 00:00:00+00:00,BUY
revenant_prime_set,pc,revenant_prime_neuroptics_blueprint,1,3.667,3.667,7.333,15.0,2025-09-18 00:00:00+00:00,BUY
revenant_prime_set,pc,revenant_prime_systems_blueprint,1,3.333,3.333,10.0,9.0,2025-09-18 00:00:00+00:00,BUY
rhino_prime_set,pc,rhino_prime_blueprint,1,13.0,13.0,25.6665,15.0,2025-09-18 00:00:00+00:00,BUY
rhino_prime_set,pc,rhino_prime_chassis_blueprint,1,5.4165,5.4165,9.5,13.0,2025-09-18 00:00:00+00:00,BUY
rhino_prime_set,pc,rhino_prime_neuroptics_blueprint,1,8.1665,8.1665,25.0,7.0,2025-09-18 00:00:00+00:00,BUY
rhino_prime_set,pc,rhino_prime_systems_blueprint,1,3.5835,3.5835,7.8335,25.5,2025-09-18 00:00:00+00:00,BUY
rubico_prime_set,pc,rubico_prime_barrel,1,3.8335,3.8335,6.8335,18.0,2025-09-18 00:00:00+00:00,BUY
rubico_prime_set,pc,rubico_prime_blueprint,1,11.1665,11.1665,15.1665,20.0,2025-09-18 00:00:00+00:00,BUY
rubico_prime_set,pc,rubico_prime_receiver,1,2.25,2.25,5.0,15.0,2025-09-18 00:00:00+00:00,BUY
rubico_prime_set,pc,rubico_prime_stock,1,2.5,2.5,6.0,19.5,2025-09-18 00:00:00+00:00,BUY
saryn_prime_set,pc,saryn_prime_blueprint,1,8.833,8.833,19.167,21.5,2025-09-18 00:00:00+00:00,BUY
saryn_prime_set,pc,saryn_prime_chassis_blueprint,1,36.0,36.0,48.0,21.0,2025-09-18 00:00:00+00:00,BUY
saryn_prime_set,pc,saryn_prime_neuroptics_blueprint,1,5.3335,5.3335,9.667,17.5,2025-09-18 00:00:00+00:00,BUY
saryn_prime_set,pc,saryn_prime_systems_blueprint,1,4.6665,4.6665,7.5,27.5,2025-09-18 00:00:00+00:00,BUY
scindo_prime_set,pc,scindo_prime_blade,1,5.0,5.0,14.667,10.0,2025-09-18 00:00:00+00:00,BUY
scindo_prime_set,pc,scindo_prime_blueprint,1,2.0,2.0,4.667,8.0,2025-09-18 00:00:00+00:00,BUY
scindo_prime_set,pc,scindo_prime_handle,1,3.0,3.0,17.333,3.0,2025-09-18 00:00:00+00:00,BUY
scourge_prime_set,pc,scourge_prime_barrel,1,18.5,18.5,47.833,4.5,2025-09-18 00:00:00+00:00,BUY
scourge_prime_set,pc,scourge_prime_blade,1,3.8335,,3.8335,11.0,2025-09-18 00:00:00+00:00,SELL
scourge_prime_set,pc,scourge_prime_blueprint,1,6.5835,6.5835,15.1665,13.5,2025-09-18 00:00:00+00:00,BUY
scourge_prime_set,pc,scourge_prime_handle,1,1.5,1.5,6.667,7.5,2025-09-18 00:00:00+00:00,BUY
sevagoth_prime_set,pc,sevagoth_prime_blueprint,1,1.5,1.5,3.0,27.5,2025-09-18 00:00:00+00:00,BUY
sevagoth_prime_set,pc,sevagoth_prime_chassis_blueprint,1,10.0,10.0,16.0,19.5,2025-09-18 00:00:00+00:00,BUY
sevagoth_prime_set,pc,sevagoth_prime_neuroptics_blueprint,1,2.0,2.0,1.3335,45.5,2025-09-18 00:00:00+00:00,BUY
sevagoth_prime_set,pc,sevagoth_prime_systems_blueprint,1,1.8335,,1.8335,36.5,2025-09-18 00:00:00+00:00,SELL
shade_prime_set,pc,shade_prime_blueprint,1,1.0,1.0,4.333,15.0,2025-09-18 00:00:00+00:00,BUY
shade_prime_set,pc,shade_prime_carapace,1,18.333,18.333,35.0,8.0,2025-09-18 00:00:00+00:00,BUY
shade_prime_set,pc,shade_prime_cerebrum,1,11.333,,11.333,3.0,2025-09-18 00:00:00+00:00,SELL
shade_prime_set,pc,shade_prime_systems,1,1.0,1.0,3.667,10.0,2025-09-18 00:00:00+00:00,BUY
sicarus_prime_set,pc,sicarus_prime_barrel,1,4.0835,4.0835,12.833,9.5,2025-09-18 00:00:00+00:00,BUY
sicarus_prime_set,pc,sicarus_prime_blueprint,1,4.0,4.0,8.6665,8.0,2025-09-18 00:00:00+00:00,BUY
sicarus_prime_set,pc,sicarus_prime_receiver,1,24.5,24.5,38.1665,8.0,2025-09-18 00:00:00+00:00,BUY
silva_and_aegis_prime_set,pc,silva_and_aegis_prime_blade,1,8.3335,,8.3335,7.0,2025-09-18 00:00:00+00:00,SELL
silva_and_aegis_prime_set,pc,silva_and_aegis_prime_blueprint,1,3.25,3.25,7.1665,14.0,2025-09-18 00:00:00+00:00,BUY
silva_and_aegis_prime_set,pc,silva_and_aegis_prime_guard,1,10.333,10.333,17.8335,10.5,2025-09-18 00:00:00+00:00,BUY
silva_and_aegis_prime_set,pc,silva_and_aegis_prime_hilt,1,2.0,2.0,4.8335,12.0,2025-09-18 00:00:00+00:00,BUY
soma_prime_set,pc,soma_prime_barrel,1,6.0,6.0,10.0,8.0,2025-09-18 00:00:00+00:00,BUY
soma_prime_set,pc,soma_prime_blueprint,1,4.0,4.0,7.333,16.0,2025-09-18 00:00:00+00:00,BUY
soma_prime_set,pc,soma_prime_receiver,1,8.0,8.0,17.667,12.0,2025-09-18 00:00:00+00:00,BUY
soma_prime_set,pc,soma_prime_stock,1,21.667,21.667,36.333,9.0,2025-09-18 00:00:00+00:00,BUY
spira_prime_set,pc,spira_prime_blade,2,10.0,10.0,20.5,7.0,2025-09-18 00:00:00+00:00,BUY
spira_prime_set,pc,spira_prime_blueprint,1,2.6665,2.6665,4.8335,13.0,2025-09-18 00:00:00+00:00,BUY
spira_prime_set,pc,spira_prime_pouch,2,20.5,20.5,30.6665,9.0,2025-09-18 00:00:00+00:00,BUY
