item_url,ts,platform,top_buy_avg,buy_count,top_sell_avg,sell_count,error
corinth_prime_blueprint,2025-10-04T01:40:36+00:00,pc,,0.0,4.333,7.0,
corinth_prime_receiver,2025-10-04T01:40:37+00:00,pc,,0.0,7.333,8.0,
corinth_prime_set,2025-10-04T01:40:38+00:00,pc,46.667,3.0,66.667,19.0,
corinth_prime_stock,2025-10-04T01:40:38+00:00,pc,7.333,3.0,14.667,11.0,
corvas_prime_barrel,2025-10-04T01:40:39+00:00,pc,1.0,1.0,33.0,6.0,
corvas_prime_blueprint,2025-10-04T01:40:40+00:00,pc,4.0,1.0,7.667,7.0,
corvas_prime_receiver,2025-10-04T01:40:41+00:00,pc,4.0,1.0,7.333,5.0,
corvas_prime_set,2025-10-04T01:40:42+00:00,pc,20.0,2.0,53.0,9.0,
corvas_prime_stock,2025-10-04T01:40:42+00:00,pc,,0.0,6.0,5.0,
daikyu_prime_blueprint,2025-10-04T01:40:43+00:00,pc,,0.0,2.667,11.0,
daikyu_prime_grip,2025-10-04T01:40:44+00:00,pc,6.0,8.0,10.0,18.0,
daikyu_prime_lower_limb,2025-10-04T01:40:45+00:00,pc,,0.0,4.0,13.0,
daikyu_prime_set,2025-10-04T01:40:45+00:00,pc,10.667,3.0,29.667,29.0,
daikyu_prime_string,2025-10-04T01:40:47+00:00,pc,1.0,1.0,4.667,8.0,
daikyu_prime_upper_limb,2025-10-04T01:40:48+00:00,pc,3.0,1.0,4.667,10.0,
dakra_prime_blade,2025-10-04T01:40:48+00:00,pc,,0.0,7.667,21.0,
dakra_prime_blueprint,2025-10-04T01:40:49+00:00,pc,4.0,1.0,5.667,17.0,
dakra_prime_handle,2025-10-04T01:40:50+00:00,pc,,0.0,4.333,21.0,
dakra_prime_set,2025-10-04T01:40:50+00:00,pc,10.0,1.0,20.0,36.0,
destreza_prime_blade,2025-10-04T01:40:51+00:00,pc,22.333,5.0,61.667,3.0,
destreza_prime_blueprint,2025-10-04T01:40:52+00:00,pc,,0.0,5.333,6.0,
destreza_prime_handle,2025-10-04T01:40:53+00:00,pc,5.0,1.0,8.333,8.0,
destreza_prime_set,2025-10-04T01:40:53+00:00,pc,25.0,1.0,60.333,18.0,
dethcube_prime_blueprint,2025-10-04T01:40:54+00:00,pc,,0.0,23.0,6.0,
dethcube_prime_carapace,2025-10-04T01:40:56+00:00,pc,,0.0,5.0,16.0,
dethcube_prime_cerebrum,2025-10-04T01:40:56+00:00,pc,28.333,9.0,40.0,8.0,
dethcube_prime_set,2025-10-04T01:40:57+00:00,pc,70.0,7.0,89.333,16.0,
dethcube_prime_systems,2025-10-04T01:40:58+00:00,pc,4.0,1.0,7.333,11.0,
dual_kamas_prime_blade,2025-10-04T01:40:59+00:00,pc,18.0,3.0,49.667,4.0,
dual_kamas_prime_blueprint,2025-10-04T01:41:00+00:00,pc,,0.0,6.0,9.0,
dual_kamas_prime_handle,2025-10-04T01:41:00+00:00,pc,,0.0,20.333,4.0,
dual_kamas_prime_set,2025-10-04T01:41:02+00:00,pc,80.0,6.0,103.0,12.0,
dual_keres_prime_blade,2025-10-04T01:41:03+00:00,pc,2.0,1.0,17.333,4.0,
dual_keres_prime_blueprint,2025-10-04T01:41:03+00:00,pc,6.0,3.0,18.667,7.0,
dual_keres_prime_handle,2025-10-04T01:41:04+00:00,pc,2.0,1.0,7.667,9.0,
dual_keres_prime_set,2025-10-04T01:41:05+00:00,pc,30.0,3.0,43.333,19.0,
dual_zoren_prime_blade,2025-10-04T01:41:06+00:00,pc,6.667,5.0,11.667,11.0,
dual_zoren_prime_blueprint,2025-10-04T01:41:08+00:00,pc,2.0,8.0,3.667,14.0,
dual_zoren_prime_handle,2025-10-04T01:41:08+00:00,pc,,0.0,3.0,8.0,
dual_zoren_prime_set,2025-10-04T01:41:09+00:00,pc,16.0,1.0,38.333,25.0,
ember_prime_blueprint,2025-10-04T01:41:10+00:00,pc,27.333,5.0,36.333,11.0,
ember_prime_chassis_blueprint,2025-10-04T01:41:12+00:00,pc,9.0,2.0,14.0,8.0,
ember_prime_neuroptics_blueprint,2025-10-04T01:41:13+00:00,pc,,0.0,21.0,8.0,
ember_prime_set,2025-10-04T01:41:14+00:00,pc,85.0,5.0,98.667,25.0,
ember_prime_systems_blueprint,2025-10-04T01:41:14+00:00,pc,5.0,2.0,11.0,10.0,
epitaph_prime_barrel,2025-10-04T01:41:15+00:00,pc,1.333,5.0,3.0,18.0,
epitaph_prime_blueprint,2025-10-04T01:41:16+00:00,pc,1.0,1.0,4.333,7.0,
epitaph_prime_receiver,2025-10-04T01:41:17+00:00,pc,6.0,4.0,9.0,22.0,
epitaph_prime_set,2025-10-04T01:41:18+00:00,pc,10.0,9.0,14.333,42.0,
equinox_prime_blueprint,2025-10-04T01:41:19+00:00,pc,,0.0,10.667,5.0,
equinox_prime_chassis_blueprint,2025-10-04T01:41:20+00:00,pc,1.0,1.0,3.667,25.0,
equinox_prime_neuroptics_blueprint,2025-10-04T01:41:21+00:00,pc,,0.0,6.667,15.0,
equinox_prime_set,2025-10-04T01:41:22+00:00,pc,44.0,5.0,59.667,36.0,
equinox_prime_systems_blueprint,2025-10-04T01:41:24+00:00,pc,19.333,8.0,27.0,7.0,
euphona_prime_barrel,2025-10-04T01:41:25+00:00,pc,4.0,1.0,8.0,7.0,
euphona_prime_blueprint,2025-10-04T01:41:26+00:00,pc,,0.0,7.333,4.0,
euphona_prime_receiver,2025-10-04T01:41:27+00:00,pc,26.667,5.0,43.333,4.0,
euphona_prime_set,2025-10-04T01:41:28+00:00,pc,35.0,1.0,51.0,15.0,
fang_prime_blade,2025-10-04T01:41:28+00:00,pc,,0.0,4.333,6.0,
fang_prime_blueprint,2025-10-04T01:41:29+00:00,pc,,0.0,4.667,4.0,
fang_prime_handle,2025-10-04T01:41:30+00:00,pc,,0.0,3.0,8.0,
fang_prime_set,2025-10-04T01:41:31+00:00,pc,5.0,2.0,8.0,20.0,
fragor_prime_blueprint,2025-10-04T01:41:32+00:00,pc,10.0,1.0,14.333,5.0,
fragor_prime_handle,2025-10-04T01:41:32+00:00,pc,,0.0,11.667,9.0,
fragor_prime_head,2025-10-04T01:41:33+00:00,pc,,0.0,8.667,8.0,
fragor_prime_set,2025-10-04T01:41:34+00:00,pc,,0.0,43.333,10.0,
frost_prime_blueprint,2025-10-04T01:41:35+00:00,pc,32.333,8.0,44.667,12.0,
frost_prime_chassis_blueprint,2025-10-04T01:41:35+00:00,pc,10.0,5.0,16.0,7.0,
frost_prime_neuroptics_blueprint,2025-10-04T01:41:36+00:00,pc,5.0,4.0,9.333,4.0,
frost_prime_set,2025-10-04T01:41:37+00:00,pc,78.667,4.0,95.0,18.0,
frost_prime_systems_blueprint,2025-10-04T01:41:38+00:00,pc,5.5,2.0,13.667,12.0,
fulmin_prime_barrel,2025-10-04T01:41:39+00:00,pc,,0.0,3.0,13.0,
fulmin_prime_blueprint,2025-10-04T01:41:40+00:00,pc,,0.0,4.333,13.0,
fulmin_prime_receiver,2025-10-04T01:41:41+00:00,pc,9.333,3.0,17.667,13.0,
fulmin_prime_set,2025-10-04T01:41:42+00:00,pc,16.0,6.0,20.667,29.0,
fulmin_prime_stock,2025-10-04T01:41:43+00:00,pc,,0.0,5.0,11.0,
galatine_prime_blade,2025-10-04T01:41:44+00:00,pc,,0.0,4.333,12.0,
galatine_prime_blueprint,2025-10-04T01:41:45+00:00,pc,13.0,2.0,46.667,5.0,
galatine_prime_handle,2025-10-04T01:41:46+00:00,pc,,0.0,6.333,6.0,
galatine_prime_set,2025-10-04T01:41:48+00:00,pc,20.0,3.0,58.0,9.0,
gara_prime_blueprint,2025-10-04T01:41:49+00:00,pc,25.0,18.0,39.333,10.0,
gara_prime_chassis_blueprint,2025-10-04T01:41:49+00:00,pc,7.667,4.0,13.333,15.0,
gara_prime_neuroptics_blueprint,2025-10-04T01:41:50+00:00,pc,2.0,1.0,4.667,11.0,
gara_prime_set,2025-10-04T01:41:51+00:00,pc,55.0,8.0,71.0,36.0,
gara_prime_systems_blueprint,2025-10-04T01:41:52+00:00,pc,3.0,1.0,4.333,8.0,
garuda_prime_blueprint,2025-10-04T01:41:52+00:00,pc,,0.0,4.0,18.0,
garuda_prime_chassis_blueprint,2025-10-04T01:41:53+00:00,pc,1.0,1.0,7.0,10.0,
garuda_prime_neuroptics_blueprint,2025-10-04T01:41:54+00:00,pc,14.0,7.0,25.0,11.0,
garuda_prime_set,2025-10-04T01:41:55+00:00,pc,71.667,6.0,81.333,25.0,
garuda_prime_systems_blueprint,2025-10-04T01:41:56+00:00,pc,35.667,13.0,41.333,8.0,
gauss_prime_blueprint,2025-10-04T01:41:57+00:00,pc,1.0,1.0,2.0,15.0,
gauss_prime_chassis_blueprint,2025-10-04T01:41:57+00:00,pc,1.0,2.0,2.0,23.0,
gauss_prime_neuroptics_blueprint,2025-10-04T01:41:58+00:00,pc,3.0,3.0,6.667,25.0,
gauss_prime_set,2025-10-04T01:41:59+00:00,pc,34.333,29.0,32.0,64.0,
gauss_prime_systems_blueprint,2025-10-04T01:42:01+00:00,pc,15.667,12.0,16.333,16.0,
glaive_prime_blade,2025-10-04T01:42:02+00:00,pc,5.0,1.0,50.0,2.0,
glaive_prime_blueprint,2025-10-04T01:42:03+00:00,pc,10.5,2.0,21.667,13.0,
glaive_prime_disc,2025-10-04T01:42:03+00:00,pc,3.0,1.0,7.667,15.0,
glaive_prime_set,2025-10-04T01:42:05+00:00,pc,65.0,5.0,75.0,37.0,
gram_prime_blade,2025-10-04T01:42:05+00:00,pc,,0.0,8.667,10.0,
gram_prime_blueprint,2025-10-04T01:42:06+00:00,pc,,0.0,5.0,14.0,
gram_prime_handle,2025-10-04T01:42:07+00:00,pc,8.5,2.0,13.0,12.0,
gram_prime_set,2025-10-04T01:42:08+00:00,pc,,0.0,24.667,31.0,
grendel_prime_blueprint,2025-10-04T01:42:08+00:00,pc,9.333,10.0,9.667,14.0,
grendel_prime_chassis_blueprint,2025-10-04T01:42:09+00:00,pc,1.333,3.0,2.0,16.0,
grendel_prime_neuroptics_blueprint,2025-10-04T01:42:10+00:00,pc,1.0,2.0,4.0,11.0,
grendel_prime_set,2025-10-04T01:42:11+00:00,pc,26.333,6.0,39.667,43.0,
grendel_prime_systems_blueprint,2025-10-04T01:42:12+00:00,pc,14.667,8.0,18.667,13.0,
guandao_prime_blade,2025-10-04T01:42:13+00:00,pc,5.333,3.0,8.667,9.0,
guandao_prime_blueprint,2025-10-04T01:42:13+00:00,pc,1.0,1.0,4.667,11.0,
guandao_prime_handle,2025-10-04T01:42:14+00:00,pc,8.0,1.0,18.333,8.0,
guandao_prime_set,2025-10-04T01:42:15+00:00,pc,,0.0,51.667,19.0,
gunsen_prime_blade,2025-10-04T01:42:16+00:00,pc,6.0,1.0,9.0,15.0,
gunsen_prime_blueprint,2025-10-04T01:42:17+00:00,pc,,0.0,3.0,11.0,
gunsen_prime_handle,2025-10-04T01:42:18+00:00,pc,3.0,1.0,5.667,8.0,
gunsen_prime_set,2025-10-04T01:42:19+00:00,pc,23.333,7.0,40.0,16.0,
harrow_prime_blueprint,2025-10-04T01:42:20+00:00,pc,,0.0,5.667,13.0,
harrow_prime_chassis_blueprint,2025-10-04T01:42:20+00:00,pc,8.0,1.0,8.0,10.0,
harrow_prime_neuroptics_blueprint,2025-10-04T01:42:21+00:00,pc,,0.0,8.0,17.0,
harrow_prime_set,2025-10-04T01:42:22+00:00,pc,55.667,9.0,70.0,22.0,
harrow_prime_systems_blueprint,2025-10-04T01:42:23+00:00,pc,25.0,10.0,39.667,7.0,
helios_prime_blueprint,2025-10-04T01:42:25+00:00,pc,5.0,1.0,6.333,8.0,
helios_prime_carapace,2025-10-04T01:42:26+00:00,pc,4.0,2.0,8.0,8.0,
helios_prime_cerebrum,2025-10-04T01:42:26+00:00,pc,20.0,7.0,39.333,4.0,
helios_prime_set,2025-10-04T01:42:27+00:00,pc,38.333,6.0,58.333,27.0,
helios_prime_systems,2025-10-04T01:42:28+00:00,pc,4.5,2.0,9.667,5.0,
hikou_prime_blueprint,2025-10-04T01:42:29+00:00,pc,3.0,1.0,5.0,8.0,
hikou_prime_pouch,2025-10-04T01:42:30+00:00,pc,6.333,3.0,11.667,4.0,
hikou_prime_set,2025-10-04T01:42:30+00:00,pc,32.333,4.0,51.667,19.0,
hikou_prime_stars,2025-10-04T01:42:31+00:00,pc,5.5,2.0,8.667,12.0,
hildryn_prime_blueprint,2025-10-04T01:42:32+00:00,pc,20.0,13.0,35.0,12.0,
hildryn_prime_chassis_blueprint,2025-10-04T01:42:33+00:00,pc,2.0,2.0,7.333,15.0,
hildryn_prime_neuroptics_blueprint,2025-10-04T01:42:34+00:00,pc,1.667,5.0,5.0,13.0,
hildryn_prime_set,2025-10-04T01:42:35+00:00,pc,40.333,9.0,53.333,40.0,
hildryn_prime_systems_blueprint,2025-10-04T01:42:35+00:00,pc,,0.0,3.0,23.0,
hydroid_prime_blueprint,2025-10-04T01:42:36+00:00,pc,12.0,5.0,20.0,5.0,
hydroid_prime_chassis_blueprint,2025-10-04T01:42:37+00:00,pc,5.0,1.0,8.333,14.0,
hydroid_prime_neuroptics_blueprint,2025-10-04T01:42:37+00:00,pc,8.0,4.0,15.0,9.0,
hydroid_prime_set,2025-10-04T01:42:38+00:00,pc,85.333,5.0,97.667,27.0,
hydroid_prime_systems_blueprint,2025-10-04T01:42:39+00:00,pc,30.0,7.0,40.0,11.0,
hystrix_prime_barrel,2025-10-04T01:42:40+00:00,pc,,0.0,4.333,10.0,
hystrix_prime_blueprint,2025-10-04T01:42:41+00:00,pc,2.0,2.0,5.0,7.0,
hystrix_prime_receiver,2025-10-04T01:42:42+00:00,pc,,0.0,13.667,8.0,
hystrix_prime_set,2025-10-04T01:42:43+00:00,pc,14.5,2.0,27.333,14.0,
inaros_prime_blueprint,2025-10-04T01:42:44+00:00,pc,5.0,2.0,7.0,10.0,
inaros_prime_chassis_blueprint,2025-10-04T01:42:44+00:00,pc,,0.0,4.667,17.0,
inaros_prime_neuroptics_blueprint,2025-10-04T01:42:45+00:00,pc,28.333,11.0,38.0,12.0,
inaros_prime_set,2025-10-04T01:42:46+00:00,pc,43.0,4.0,60.0,29.0,
inaros_prime_systems_blueprint,2025-10-04T01:42:47+00:00,pc,,0.0,8.0,10.0,
ivara_prime_blueprint,2025-10-04T01:42:48+00:00,pc,3.5,2.0,7.333,8.0,
ivara_prime_chassis_blueprint,2025-10-04T01:42:49+00:00,pc,25.0,6.0,31.667,6.0,
ivara_prime_neuroptics_blueprint,2025-10-04T01:42:50+00:00,pc,,0.0,6.667,8.0,
ivara_prime_set,2025-10-04T01:42:50+00:00,pc,50.667,6.0,67.667,29.0,
ivara_prime_systems_blueprint,2025-10-04T01:42:51+00:00,pc,5.333,4.0,8.667,10.0,
karyst_prime_blade,2025-10-04T01:42:52+00:00,pc,7.0,2.0,23.667,6.0,
karyst_prime_blueprint,2025-10-04T01:42:53+00:00,pc,,0.0,4.333,9.0,
karyst_prime_handle,2025-10-04T01:42:53+00:00,pc,,0.0,3.667,12.0,
karyst_prime_set,2025-10-04T01:42:54+00:00,pc,12.0,2.0,29.667,17.0,
khora_prime_blueprint,2025-10-04T01:42:55+00:00,pc,22.333,7.0,37.0,9.0,
khora_prime_chassis_blueprint,2025-10-04T01:42:56+00:00,pc,2.0,2.0,7.333,22.0,
khora_prime_neuroptics_blueprint,2025-10-04T01:42:57+00:00,pc,24.0,15.0,36.667,10.0,
khora_prime_set,2025-10-04T01:42:58+00:00,pc,72.333,5.0,80.0,28.0,
khora_prime_systems_blueprint,2025-10-04T01:42:58+00:00,pc,,0.0,5.0,21.0,
knell_prime_barrel,2025-10-04T01:42:59+00:00,pc,10.0,1.0,46.667,3.0,
knell_prime_blueprint,2025-10-04T01:43:00+00:00,pc,,0.0,4.0,10.0,
knell_prime_receiver,2025-10-04T01:43:00+00:00,pc,,0.0,4.667,10.0,
knell_prime_set,2025-10-04T01:43:01+00:00,pc,,0.0,39.667,11.0,
kogake_prime_blueprint,2025-10-04T01:43:02+00:00,pc,,0.0,10.0,4.0,
kogake_prime_boot,2025-10-04T01:43:03+00:00,pc,2.0,1.0,7.333,5.0,
kogake_prime_gauntlet,2025-10-04T01:43:04+00:00,pc,8.0,3.0,19.333,7.0,
kogake_prime_set,2025-10-04T01:43:05+00:00,pc,60.0,4.0,78.0,12.0,
kompressa_prime_barrel,2025-10-04T01:43:06+00:00,pc,5.0,4.0,9.0,15.0,
kompressa_prime_blueprint,2025-10-04T01:43:07+00:00,pc,1.5,2.0,4.667,7.0,
kompressa_prime_reciever,2025-10-04T01:43:08+00:00,pc,2.0,1.0,10.0,7.0,
kompressa_prime_set,2025-10-04T01:43:09+00:00,pc,15.0,3.0,26.0,39.0,
kronen_prime_blade,2025-10-04T01:43:10+00:00,pc,15.0,3.0,25.0,18.0,
kronen_prime_blueprint,2025-10-04T01:43:10+00:00,pc,,0.0,4.0,17.0,
kronen_prime_handle,2025-10-04T01:43:11+00:00,pc,7.5,2.0,9.333,14.0,
kronen_prime_set,2025-10-04T01:43:12+00:00,pc,73.0,2.0,90.0,20.0,
larkspur_prime_barrel,2025-10-04T01:43:13+00:00,pc,18.333,7.0,29.667,10.0,
larkspur_prime_blueprint,2025-10-04T01:43:13+00:00,pc,3.0,1.0,3.0,8.0,
larkspur_prime_receiver,2025-10-04T01:43:14+00:00,pc,1.0,1.0,6.667,6.0,
larkspur_prime_set,2025-10-04T01:43:15+00:00,pc,25.0,5.0,50.0,18.0,
larkspur_prime_stock,2025-10-04T01:43:16+00:00,pc,1.0,1.0,4.333,10.0,
latron_prime_barrel,2025-10-04T01:43:16+00:00,pc,11.0,2.0,19.333,8.0,
latron_prime_blueprint,2025-10-04T01:43:17+00:00,pc,30.0,1.0,39.333,9.0,
latron_prime_receiver,2025-10-04T01:43:18+00:00,pc,11.0,3.0,25.333,6.0,
latron_prime_set,2025-10-04T01:43:19+00:00,pc,93.333,8.0,110.0,22.0,
latron_prime_stock,2025-10-04T01:43:20+00:00,pc,15.0,3.0,28.667,4.0,
lavos_prime_blueprint,2025-10-04T01:43:20+00:00,pc,3.667,3.0,7.333,19.0,
lavos_prime_chassis_blueprint,2025-10-04T01:43:21+00:00,pc,1.0,2.0,3.0,15.0,
lavos_prime_neuroptics_blueprint,2025-10-04T01:43:22+00:00,pc,2.0,1.0,3.0,11.0,
lavos_prime_set,2025-10-04T01:43:23+00:00,pc,24.333,10.0,29.333,48.0,
lavos_prime_systems_blueprint,2025-10-04T01:43:24+00:00,pc,9.333,10.0,12.0,21.0,
lex_prime_barrel,2025-10-04T01:43:24+00:00,pc,,0.0,3.0,6.0,
lex_prime_blueprint,2025-10-04T01:43:25+00:00,pc,,0.0,3.0,5.0,
lex_prime_receiver,2025-10-04T01:43:26+00:00,pc,,0.0,4.0,7.0,
lex_prime_set,2025-10-04T01:43:27+00:00,pc,2.333,3.0,8.667,21.0,
limbo_prime_blueprint,2025-10-04T01:43:28+00:00,pc,3.0,1.0,7.667,18.0,
limbo_prime_chassis_blueprint,2025-10-04T01:43:30+00:00,pc,35.0,10.0,59.667,3.0,
limbo_prime_neuroptics_blueprint,2025-10-04T01:43:30+00:00,pc,10.0,7.0,28.333,4.0,
limbo_prime_set,2025-10-04T01:43:31+00:00,pc,80.0,8.0,95.333,15.0,
limbo_prime_systems_blueprint,2025-10-04T01:43:32+00:00,pc,,0.0,5.0,22.0,
loki_prime_blueprint,2025-10-04T01:43:33+00:00,pc,,0.0,9.333,12.0,
loki_prime_chassis_blueprint,2025-10-04T01:43:34+00:00,pc,10.0,1.0,23.0,5.0,
loki_prime_neuroptics_blueprint,2025-10-04T01:43:34+00:00,pc,5.0,1.0,19.667,4.0,
loki_prime_set,2025-10-04T01:43:35+00:00,pc,75.0,9.0,86.667,16.0,
loki_prime_systems_blueprint,2025-10-04T01:43:36+00:00,pc,22.0,4.0,33.0,12.0,
mag_prime_blueprint,2025-10-04T01:43:37+00:00,pc,20.333,13.0,24.667,27.0,
mag_prime_chassis_blueprint,2025-10-04T01:43:38+00:00,pc,5.333,4.0,5.333,29.0,
mag_prime_neuroptics_blueprint,2025-10-04T01:43:41+00:00,pc,5.667,4.0,6.333,29.0,
mag_prime_set,2025-10-04T01:43:42+00:00,pc,52.0,7.0,60.0,53.0,
mag_prime_systems_blueprint,2025-10-04T01:43:43+00:00,pc,6.333,6.0,10.0,22.0,
magnus_prime_barrel,2025-10-04T01:43:43+00:00,pc,19.0,3.0,27.333,10.0,
magnus_prime_blueprint,2025-10-04T01:43:44+00:00,pc,,0.0,5.667,10.0,
magnus_prime_receiver,2025-10-04T01:43:45+00:00,pc,3.0,2.0,7.0,8.0,
magnus_prime_set,2025-10-04T01:43:46+00:00,pc,30.0,4.0,42.667,25.0,
masseter_prime_blade,2025-10-04T01:43:47+00:00,pc,5.5,2.0,10.333,9.0,
masseter_prime_blueprint,2025-10-04T01:43:47+00:00,pc,1.667,4.0,3.333,9.0,
masseter_prime_handle,2025-10-04T01:43:48+00:00,pc,,0.0,4.667,7.0,
masseter_prime_set,2025-10-04T01:43:49+00:00,pc,10.0,10.0,13.0,23.0,
mesa_prime_blueprint,2025-10-04T01:43:50+00:00,pc,3.0,1.0,7.333,11.0,
mesa_prime_chassis_blueprint,2025-10-04T01:43:51+00:00,pc,3.0,1.0,5.667,14.0,
mesa_prime_neuroptics_blueprint,2025-10-04T01:43:52+00:00,pc,23.333,11.0,34.0,13.0,
mesa_prime_set,2025-10-04T01:43:53+00:00,pc,65.333,9.0,79.667,35.0,
mesa_prime_systems_blueprint,2025-10-04T01:43:55+00:00,pc,13.0,6.0,22.667,15.0,
mirage_prime_blueprint,2025-10-04T01:43:56+00:00,pc,26.667,6.0,41.333,5.0,
mirage_prime_chassis_blueprint,2025-10-04T01:43:57+00:00,pc,5.667,4.0,9.0,11.0,
mirage_prime_neuroptics_blueprint,2025-10-04T01:43:58+00:00,pc,2.0,1.0,8.0,11.0,
mirage_prime_set,2025-10-04T01:43:59+00:00,pc,70.0,7.0,86.0,31.0,
mirage_prime_systems_blueprint,2025-10-04T01:44:00+00:00,pc,10.0,2.0,19.333,9.0,
nagantaka_prime_barrel,2025-10-04T01:44:01+00:00,pc,,0.0,6.5,2.0,
nagantaka_prime_blueprint,2025-10-04T01:44:03+00:00,pc,8.0,1.0,10.667,11.0,
nagantaka_prime_receiver,2025-10-04T01:44:04+00:00,pc,1.667,4.0,4.333,9.0,
nagantaka_prime_set,2025-10-04T01:44:05+00:00,pc,,0.0,35.0,16.0,
nagantaka_prime_stock,2025-10-04T01:44:06+00:00,pc,1.0,1.0,5.0,10.0,
nami_skyla_prime_blade,2025-10-04T01:44:07+00:00,pc,21.667,4.0,49.333,5.0,
nami_skyla_prime_blueprint,2025-10-04T01:44:07+00:00,pc,5.0,1.0,8.0,6.0,
nami_skyla_prime_handle,2025-10-04T01:44:08+00:00,pc,5.0,1.0,9.667,7.0,
nami_skyla_prime_set,2025-10-04T01:44:09+00:00,pc,65.667,3.0,114.333,10.0,
nautilus_prime_blueprint,2025-10-04T01:44:10+00:00,pc,7.333,8.0,10.0,14.0,
nautilus_prime_carapace,2025-10-04T01:44:11+00:00,pc,2.333,3.0,5.0,9.0,
nautilus_prime_cerebrum,2025-10-04T01:44:12+00:00,pc,10.0,7.0,18.0,14.0,
nautilus_prime_set,2025-10-04T01:44:13+00:00,pc,29.333,9.0,39.333,47.0,
nautilus_prime_systems,2025-10-04T01:44:15+00:00,pc,2.0,2.0,3.0,18.0,
nekros_prime_blueprint,2025-10-04T01:44:16+00:00,pc,16.667,8.0,27.667,10.0,
nekros_prime_chassis_blueprint,2025-10-04T01:44:17+00:00,pc,7.0,3.0,9.667,12.0,
nekros_prime_neuroptics_blueprint,2025-10-04T01:44:18+00:00,pc,10.667,5.0,20.0,8.0,
nekros_prime_set,2025-10-04T01:44:19+00:00,pc,76.333,6.0,90.0,39.0,
nekros_prime_systems_blueprint,2025-10-04T01:44:20+00:00,pc,20.667,7.0,29.0,20.0,
nezha_prime_blueprint,2025-10-04T01:44:21+00:00,pc,,0.0,7.667,15.0,
nezha_prime_chassis_blueprint,2025-10-04T01:44:22+00:00,pc,20.0,6.0,53.333,3.0,
nezha_prime_neuroptics_blueprint,2025-10-04T01:44:23+00:00,pc,13.333,3.0,63.333,3.0,
nezha_prime_set,2025-10-04T01:44:24+00:00,pc,57.333,3.0,89.333,12.0,
nezha_prime_systems_blueprint,2025-10-04T01:44:25+00:00,pc,,0.0,5.0,11.0,
nidus_prime_blueprint,2025-10-04T01:44:25+00:00,pc,,0.0,5.0,12.0,
nidus_prime_chassis_blueprint,2025-10-04T01:44:26+00:00,pc,,0.0,26.333,5.0,
nidus_prime_neuroptics_blueprint,2025-10-04T01:44:28+00:00,pc,25.0,5.0,35.0,11.0,
nidus_prime_set,2025-10-04T01:44:29+00:00,pc,63.667,7.0,74.667,36.0,
nidus_prime_systems_blueprint,2025-10-04T01:44:29+00:00,pc,,0.0,4.333,17.0,
nikana_prime_blade,2025-10-04T01:44:31+00:00,pc,,0.0,23.333,9.0,
nikana_prime_blueprint,2025-10-04T01:44:32+00:00,pc,5.0,1.0,7.0,20.0,
nikana_prime_hilt,2025-10-04T01:44:32+00:00,pc,30.0,2.0,44.0,5.0,
nikana_prime_set,2025-10-04T01:44:33+00:00,pc,63.667,8.0,83.0,29.0,
ninkondi_prime_blueprint,2025-10-04T01:44:34+00:00,pc,,0.0,5.0,10.0,
ninkondi_prime_chain,2025-10-04T01:44:35+00:00,pc,4.0,1.0,8.333,5.0,
ninkondi_prime_handle,2025-10-04T01:44:35+00:00,pc,12.0,3.0,66.667,3.0,
ninkondi_prime_set,2025-10-04T01:44:36+00:00,pc,40.0,5.0,58.333,9.0,
nova_prime_blueprint,2025-10-04T01:44:38+00:00,pc,9.0,9.0,10.0,30.0,
nova_prime_chassis_blueprint,2025-10-04T01:44:40+00:00,pc,24.333,16.0,27.667,32.0,
nova_prime_neuroptics_blueprint,2025-10-04T01:44:41+00:00,pc,7.667,8.0,11.667,12.0,
nova_prime_set,2025-10-04T01:44:42+00:00,pc,61.667,10.0,65.0,63.0,
nova_prime_systems_blueprint,2025-10-04T01:44:43+00:00,pc,6.667,9.0,8.667,19.0,
nyx_prime_blueprint,2025-10-04T01:44:44+00:00,pc,9.0,1.0,13.333,4.0,
nyx_prime_chassis_blueprint,2025-10-04T01:44:45+00:00,pc,,0.0,12.0,12.0,
nyx_prime_neuroptics_blueprint,2025-10-04T01:44:48+00:00,pc,37.0,10.0,49.0,7.0,
nyx_prime_set,2025-10-04T01:44:51+00:00,pc,82.333,6.0,93.333,34.0,
nyx_prime_systems_blueprint,2025-10-04T01:44:52+00:00,pc,,0.0,10.0,11.0,
oberon_prime_blueprint,2025-10-04T01:44:53+00:00,pc,9.667,5.0,10.333,19.0,
oberon_prime_chassis_blueprint,2025-10-04T01:44:54+00:00,pc,9.0,6.0,11.0,15.0,
oberon_prime_neuroptics_blueprint,2025-10-04T01:44:55+00:00,pc,21.667,9.0,37.333,11.0,
oberon_prime_set,2025-10-04T01:44:58+00:00,pc,75.667,10.0,90.0,26.0,
oberon_prime_systems_blueprint,2025-10-04T01:45:00+00:00,pc,12.667,6.0,19.0,14.0,
octavia_prime_blueprint,2025-10-04T01:45:01+00:00,pc,43.333,14.0,57.667,13.0,
octavia_prime_chassis_blueprint,2025-10-04T01:45:02+00:00,pc,7.333,3.0,10.667,10.0,
octavia_prime_neuroptics_blueprint,2025-10-04T01:45:03+00:00,pc,6.0,1.0,5.0,14.0,
octavia_prime_set,2025-10-04T01:45:03+00:00,pc,81.0,14.0,96.0,23.0,
