item_url,ts,platform,top_buy_avg,buy_count,top_sell_avg,sell_count,error
aksomati_prime_receiver,2025-11-01T01:53:07+00:00,pc,,0.0,7.0,9.0,
aksomati_prime_set,2025-11-01T01:53:08+00:00,pc,72.0,8.0,91.0,23.0,
akstiletto_prime_barrel,2025-11-01T01:53:08+00:00,pc,10.0,1.0,16.333,9.0,
akstiletto_prime_blueprint,2025-11-01T01:53:09+00:00,pc,8.0,1.0,18.0,8.0,
akstiletto_prime_link,2025-11-01T01:53:10+00:00,pc,,0.0,10.0,9.0,
akstiletto_prime_receiver,2025-11-01T01:53:11+00:00,pc,13.0,2.0,24.667,5.0,
akstiletto_prime_set,2025-11-01T01:53:11+00:00,pc,113.333,7.0,138.333,10.0,
akvasto_prime_blueprint,2025-11-01T01:53:12+00:00,pc,7.0,1.0,15.667,20.0,
akvasto_prime_link,2025-11-01T01:53:13+00:00,pc,9.0,1.0,7.333,6.0,
akvasto_prime_set,2025-11-01T01:53:14+00:00,pc,17.0,4.0,31.333,29.0,
ankyros_prime_blade,2025-11-01T01:53:14+00:00,pc,5.0,2.0,8.333,12.0,
ankyros_prime_blueprint,2025-11-01T01:53:15+00:00,pc,2.0,1.0,5.333,11.0,
ankyros_prime_gauntlet,2025-11-01T01:53:16+00:00,pc,5.5,2.0,10.667,10.0,
ankyros_prime_set,2025-11-01T01:53:16+00:00,pc,28.333,3.0,58.333,18.0,
ash_prime_blueprint,2025-11-01T01:53:17+00:00,pc,7.0,2.0,20.0,10.0,
ash_prime_chassis_blueprint,2025-11-01T01:53:18+00:00,pc,7.0,3.0,13.667,11.0,
ash_prime_neuroptics_blueprint,2025-11-01T01:53:19+00:00,pc,6.0,3.0,9.667,13.0,
ash_prime_set,2025-11-01T01:53:19+00:00,pc,85.0,5.0,99.0,28.0,
ash_prime_systems_blueprint,2025-11-01T01:53:20+00:00,pc,32.0,5.0,40.0,21.0,
astilla_prime_barrel,2025-11-01T01:53:21+00:00,pc,9.0,4.0,18.667,9.0,
astilla_prime_blueprint,2025-11-01T01:53:22+00:00,pc,,0.0,5.333,13.0,
astilla_prime_receiver,2025-11-01T01:53:23+00:00,pc,3.0,1.0,5.0,7.0,
astilla_prime_set,2025-11-01T01:53:24+00:00,pc,19.667,5.0,38.0,27.0,
astilla_prime_stock,2025-11-01T01:53:25+00:00,pc,,0.0,5.333,6.0,
atlas_prime_blueprint,2025-11-01T01:53:26+00:00,pc,1.0,1.0,3.333,20.0,
atlas_prime_chassis_blueprint,2025-11-01T01:53:26+00:00,pc,2.0,1.0,5.333,23.0,
atlas_prime_neuroptics_blueprint,2025-11-01T01:53:27+00:00,pc,45.0,18.0,57.0,12.0,
atlas_prime_set,2025-11-01T01:53:27+00:00,pc,60.0,11.0,71.333,41.0,
atlas_prime_systems_blueprint,2025-11-01T01:53:28+00:00,pc,2.0,1.0,4.0,17.0,
ballistica_prime_blueprint,2025-11-01T01:53:29+00:00,pc,14.0,2.0,23.333,5.0,
ballistica_prime_lower_limb,2025-11-01T01:53:29+00:00,pc,,0.0,10.0,10.0,
ballistica_prime_receiver,2025-11-01T01:53:30+00:00,pc,3.0,2.0,5.667,13.0,
ballistica_prime_set,2025-11-01T01:53:31+00:00,pc,28.333,3.0,75.0,21.0,
ballistica_prime_string,2025-11-01T01:53:32+00:00,pc,7.0,2.0,21.333,6.0,
ballistica_prime_upper_limb,2025-11-01T01:53:32+00:00,pc,4.0,1.0,7.333,11.0,
banshee_prime_blueprint,2025-11-01T01:53:33+00:00,pc,,0.0,5.333,15.0,
banshee_prime_chassis_blueprint,2025-11-01T01:53:34+00:00,pc,14.333,3.0,28.333,18.0,
banshee_prime_neuroptics_blueprint,2025-11-01T01:53:35+00:00,pc,,0.0,4.333,15.0,
banshee_prime_set,2025-11-01T01:53:36+00:00,pc,56.667,6.0,69.667,32.0,
banshee_prime_systems_blueprint,2025-11-01T01:53:36+00:00,pc,16.0,2.0,23.667,11.0,
baruuk_prime_blueprint,2025-11-01T01:53:37+00:00,pc,7.0,1.0,14.0,17.0,
baruuk_prime_chassis_blueprint,2025-11-01T01:53:38+00:00,pc,2.0,1.0,3.0,22.0,
baruuk_prime_neuroptics_blueprint,2025-11-01T01:53:38+00:00,pc,15.0,7.0,24.333,23.0,
baruuk_prime_set,2025-11-01T01:53:39+00:00,pc,42.333,10.0,50.667,46.0,
baruuk_prime_systems_blueprint,2025-11-01T01:53:41+00:00,pc,,0.0,6.667,15.0,
baza_prime_barrel,2025-11-01T01:53:42+00:00,pc,3.0,1.0,4.667,12.0,
baza_prime_blueprint,2025-11-01T01:53:42+00:00,pc,10.0,1.0,13.0,7.0,
baza_prime_receiver,2025-11-01T01:53:43+00:00,pc,3.5,2.0,5.0,15.0,
baza_prime_set,2025-11-01T01:53:44+00:00,pc,50.0,7.0,74.667,19.0,
baza_prime_stock,2025-11-01T01:53:45+00:00,pc,21.667,5.0,36.333,9.0,
bo_prime_blueprint,2025-11-01T01:53:45+00:00,pc,9.667,3.0,16.333,7.0,
bo_prime_handle,2025-11-01T01:53:46+00:00,pc,11.0,4.0,15.0,16.0,
bo_prime_ornament,2025-11-01T01:53:46+00:00,pc,13.0,1.0,29.667,10.0,
bo_prime_set,2025-11-01T01:53:47+00:00,pc,75.667,10.0,86.0,30.0,
boar_prime_barrel,2025-11-01T01:53:48+00:00,pc,4.0,1.0,6.333,20.0,
boar_prime_blueprint,2025-11-01T01:53:49+00:00,pc,5.0,1.0,5.0,25.0,
boar_prime_receiver,2025-11-01T01:53:50+00:00,pc,7.333,3.0,8.0,13.0,
boar_prime_set,2025-11-01T01:53:50+00:00,pc,40.333,4.0,49.667,60.0,
boar_prime_stock,2025-11-01T01:53:51+00:00,pc,17.667,6.0,24.667,25.0,
boltor_prime_barrel,2025-11-01T01:53:52+00:00,pc,4.0,2.0,13.667,9.0,
boltor_prime_blueprint,2025-11-01T01:53:53+00:00,pc,15.0,6.0,25.0,5.0,
boltor_prime_receiver,2025-11-01T01:53:53+00:00,pc,5.0,1.0,7.0,13.0,
boltor_prime_set,2025-11-01T01:53:54+00:00,pc,43.333,6.0,56.667,29.0,
boltor_prime_stock,2025-11-01T01:53:55+00:00,pc,5.0,1.0,9.0,7.0,
braton_prime_barrel,2025-11-01T01:53:55+00:00,pc,,0.0,4.0,8.0,
braton_prime_blueprint,2025-11-01T01:53:56+00:00,pc,1.0,1.0,2.0,8.0,
braton_prime_receiver,2025-11-01T01:53:57+00:00,pc,2.0,1.0,3.333,10.0,
braton_prime_set,2025-11-01T01:53:58+00:00,pc,7.333,10.0,9.0,35.0,
braton_prime_stock,2025-11-01T01:53:59+00:00,pc,,0.0,1.0,17.0,
bronco_prime_barrel,2025-11-01T01:53:59+00:00,pc,1.5,2.0,3.333,12.0,
bronco_prime_blueprint,2025-11-01T01:54:00+00:00,pc,,0.0,2.667,7.0,
bronco_prime_receiver,2025-11-01T01:54:01+00:00,pc,,0.0,1.667,9.0,
bronco_prime_set,2025-11-01T01:54:02+00:00,pc,4.0,1.0,9.0,19.0,
burston_prime_barrel,2025-11-01T01:54:02+00:00,pc,,0.0,4.333,10.0,
burston_prime_blueprint,2025-11-01T01:54:03+00:00,pc,,0.0,3.0,10.0,
burston_prime_receiver,2025-11-01T01:54:04+00:00,pc,,0.0,4.333,10.0,
burston_prime_set,2025-11-01T01:54:05+00:00,pc,6.0,8.0,10.0,31.0,
burston_prime_stock,2025-11-01T01:54:06+00:00,pc,,0.0,2.0,12.0,
caliban_prime_blueprint,2025-11-01T01:54:06+00:00,pc,6.0,1.0,6.0,18.0,
caliban_prime_chassis_blueprint,2025-11-01T01:54:07+00:00,pc,,0.0,4.0,23.0,
caliban_prime_neuroptics_blueprint,2025-11-01T01:54:08+00:00,pc,6.0,3.0,13.0,17.0,
caliban_prime_set,2025-11-01T01:54:09+00:00,pc,80.0,12.0,60.333,53.0,
caliban_prime_systems_blueprint,2025-11-01T01:54:10+00:00,pc,19.333,9.0,28.0,14.0,
carrier_prime_blueprint,2025-11-01T01:54:10+00:00,pc,5.0,1.0,10.0,8.0,
carrier_prime_carapace,2025-11-01T01:54:11+00:00,pc,6.5,2.0,10.333,9.0,
carrier_prime_cerebrum,2025-11-01T01:54:12+00:00,pc,32.0,10.0,45.667,7.0,
carrier_prime_set,2025-11-01T01:54:12+00:00,pc,76.667,11.0,88.333,19.0,
carrier_prime_systems,2025-11-01T01:54:13+00:00,pc,4.0,1.0,8.333,11.0,
cedo_prime_barrel,2025-11-01T01:54:14+00:00,pc,2.0,2.0,5.0,13.0,
cedo_prime_blueprint,2025-11-01T01:54:15+00:00,pc,5.0,1.0,12.0,15.0,
cedo_prime_receiver,2025-11-01T01:54:15+00:00,pc,,0.0,4.667,14.0,
cedo_prime_set,2025-11-01T01:54:16+00:00,pc,25.0,1.0,25.667,57.0,
cedo_prime_stock,2025-11-01T01:54:17+00:00,pc,,0.0,4.667,11.0,
cernos_prime_blueprint,2025-11-01T01:54:18+00:00,pc,,0.0,5.0,13.0,
cernos_prime_grip,2025-11-01T01:54:18+00:00,pc,4.0,1.0,7.0,9.0,
cernos_prime_lower_limb,2025-11-01T01:54:19+00:00,pc,5.5,2.0,28.0,8.0,
cernos_prime_set,2025-11-01T01:54:20+00:00,pc,40.0,1.0,64.667,24.0,
cernos_prime_string,2025-11-01T01:54:21+00:00,pc,,0.0,10.0,10.0,
cernos_prime_upper_limb,2025-11-01T01:54:21+00:00,pc,4.5,2.0,8.333,8.0,
chroma_prime_blueprint,2025-11-01T01:54:23+00:00,pc,4.0,3.0,7.333,24.0,
chroma_prime_chassis_blueprint,2025-11-01T01:54:23+00:00,pc,5.5,2.0,7.333,20.0,
chroma_prime_neuroptics_blueprint,2025-11-01T01:54:24+00:00,pc,17.5,2.0,21.333,18.0,
chroma_prime_set,2025-11-01T01:54:25+00:00,pc,54.667,9.0,65.0,53.0,
chroma_prime_systems_blueprint,2025-11-01T01:54:26+00:00,pc,13.5,2.0,18.667,10.0,
cobra_and_crane_prime_blade,2025-11-01T01:54:26+00:00,pc,,0.0,5.0,11.0,
cobra_and_crane_prime_blueprint,2025-11-01T01:54:27+00:00,pc,,0.0,3.667,10.0,
cobra_and_crane_prime_guard,2025-11-01T01:54:28+00:00,pc,4.0,2.0,10.0,15.0,
cobra_and_crane_prime_hilt,2025-11-01T01:54:28+00:00,pc,,0.0,7.333,9.0,
cobra_and_crane_prime_set,2025-11-01T01:54:29+00:00,pc,13.333,5.0,19.667,35.0,
corinth_prime_barrel,2025-11-01T01:54:30+00:00,pc,19.667,7.0,38.333,12.0,
corinth_prime_blueprint,2025-11-01T01:54:31+00:00,pc,,0.0,3.667,10.0,
corinth_prime_receiver,2025-11-01T01:54:31+00:00,pc,,0.0,6.667,11.0,
corinth_prime_set,2025-11-01T01:54:32+00:00,pc,45.0,1.0,71.333,24.0,
corinth_prime_stock,2025-11-01T01:54:33+00:00,pc,10.0,1.0,13.0,11.0,
corvas_prime_barrel,2025-11-01T01:54:34+00:00,pc,15.333,4.0,26.667,9.0,
corvas_prime_blueprint,2025-11-01T01:54:34+00:00,pc,2.0,1.0,6.0,13.0,
corvas_prime_receiver,2025-11-01T01:54:35+00:00,pc,,0.0,7.667,10.0,
corvas_prime_set,2025-11-01T01:54:36+00:00,pc,28.333,3.0,45.0,24.0,
corvas_prime_stock,2025-11-01T01:54:36+00:00,pc,5.0,1.0,6.333,9.0,
daikyu_prime_blueprint,2025-11-01T01:54:37+00:00,pc,,0.0,2.0,16.0,
daikyu_prime_grip,2025-11-01T01:54:38+00:00,pc,,0.0,13.667,9.0,
daikyu_prime_lower_limb,2025-11-01T01:54:38+00:00,pc,2.0,1.0,5.0,12.0,
daikyu_prime_set,2025-11-01T01:54:39+00:00,pc,14.0,1.0,28.667,28.0,
daikyu_prime_string,2025-11-01T01:54:40+00:00,pc,2.0,2.0,5.0,11.0,
daikyu_prime_upper_limb,2025-11-01T01:54:41+00:00,pc,,0.0,4.333,7.0,
dakra_prime_blade,2025-11-01T01:54:42+00:00,pc,3.5,2.0,6.333,15.0,
dakra_prime_blueprint,2025-11-01T01:54:42+00:00,pc,3.0,1.0,7.0,10.0,
dakra_prime_handle,2025-11-01T01:54:43+00:00,pc,,0.0,5.0,10.0,
dakra_prime_set,2025-11-01T01:54:44+00:00,pc,10.0,1.0,14.667,54.0,
destreza_prime_blade,2025-11-01T01:54:45+00:00,pc,21.0,5.0,59.333,6.0,
destreza_prime_blueprint,2025-11-01T01:54:46+00:00,pc,2.5,2.0,5.0,13.0,
destreza_prime_handle,2025-11-01T01:54:46+00:00,pc,3.0,1.0,8.667,13.0,
destreza_prime_set,2025-11-01T01:54:47+00:00,pc,37.5,2.0,58.333,23.0,
dethcube_prime_blueprint,2025-11-01T01:54:48+00:00,pc,11.0,5.0,24.667,9.0,
dethcube_prime_carapace,2025-11-01T01:54:48+00:00,pc,2.0,1.0,5.0,20.0,
dethcube_prime_cerebrum,2025-11-01T01:54:49+00:00,pc,28.333,6.0,42.333,8.0,
dethcube_prime_set,2025-11-01T01:54:50+00:00,pc,65.0,6.0,78.333,30.0,
dethcube_prime_systems,2025-11-01T01:54:51+00:00,pc,5.0,2.0,6.667,15.0,
dual_kamas_prime_blade,2025-11-01T01:54:51+00:00,pc,24.333,4.0,51.333,7.0,
dual_kamas_prime_blueprint,2025-11-01T01:54:52+00:00,pc,,0.0,4.667,13.0,
dual_kamas_prime_handle,2025-11-01T01:54:54+00:00,pc,3.0,1.0,8.0,14.0,
dual_kamas_prime_set,2025-11-01T01:54:55+00:00,pc,97.333,7.0,120.0,14.0,
dual_keres_prime_blade,2025-11-01T01:54:56+00:00,pc,2.0,1.0,6.0,11.0,
dual_keres_prime_blueprint,2025-11-01T01:54:56+00:00,pc,6.0,1.0,15.667,10.0,
dual_keres_prime_handle,2025-11-01T01:54:57+00:00,pc,2.0,1.0,9.333,8.0,
dual_keres_prime_set,2025-11-01T01:54:58+00:00,pc,30.0,5.0,49.0,24.0,
dual_zoren_prime_blade,2025-11-01T01:54:58+00:00,pc,7.5,2.0,9.667,13.0,
dual_zoren_prime_blueprint,2025-11-01T01:54:59+00:00,pc,1.5,2.0,3.0,15.0,
dual_zoren_prime_handle,2025-11-01T01:55:00+00:00,pc,,0.0,4.667,9.0,
dual_zoren_prime_set,2025-11-01T01:55:00+00:00,pc,25.667,4.0,39.667,20.0,
ember_prime_blueprint,2025-11-01T01:55:01+00:00,pc,21.667,3.0,40.0,19.0,
ember_prime_chassis_blueprint,2025-11-01T01:55:02+00:00,pc,10.0,1.0,13.333,13.0,
ember_prime_neuroptics_blueprint,2025-11-01T01:55:03+00:00,pc,12.5,2.0,17.333,13.0,
ember_prime_set,2025-11-01T01:55:04+00:00,pc,81.667,9.0,95.0,41.0,
ember_prime_systems_blueprint,2025-11-01T01:55:05+00:00,pc,,0.0,9.0,26.0,
epitaph_prime_barrel,2025-11-01T01:55:06+00:00,pc,1.5,2.0,2.333,17.0,
epitaph_prime_blueprint,2025-11-01T01:55:06+00:00,pc,,0.0,7.0,10.0,
epitaph_prime_receiver,2025-11-01T01:55:07+00:00,pc,6.0,2.0,13.333,8.0,
epitaph_prime_set,2025-11-01T01:55:08+00:00,pc,11.667,6.0,13.333,47.0,
equinox_prime_blueprint,2025-11-01T01:55:09+00:00,pc,10.0,2.0,10.667,17.0,
equinox_prime_chassis_blueprint,2025-11-01T01:55:09+00:00,pc,,0.0,4.667,19.0,
equinox_prime_neuroptics_blueprint,2025-11-01T01:55:10+00:00,pc,,0.0,7.667,17.0,
equinox_prime_set,2025-11-01T01:55:11+00:00,pc,51.0,8.0,58.0,48.0,
equinox_prime_systems_blueprint,2025-11-01T01:55:12+00:00,pc,15.333,3.0,29.0,13.0,
euphona_prime_barrel,2025-11-01T01:55:12+00:00,pc,,0.0,4.0,13.0,
euphona_prime_blueprint,2025-11-01T01:55:13+00:00,pc,,0.0,3.667,12.0,
euphona_prime_receiver,2025-11-01T01:55:14+00:00,pc,31.667,8.0,40.0,8.0,
euphona_prime_set,2025-11-01T01:55:15+00:00,pc,,0.0,49.667,20.0,
fang_prime_blade,2025-11-01T01:55:16+00:00,pc,,0.0,2.333,8.0,
fang_prime_blueprint,2025-11-01T01:55:17+00:00,pc,,0.0,3.333,7.0,
fang_prime_handle,2025-11-01T01:55:17+00:00,pc,,0.0,2.667,7.0,
fang_prime_set,2025-11-01T01:55:18+00:00,pc,5.0,5.0,9.667,32.0,
fragor_prime_blueprint,2025-11-01T01:55:19+00:00,pc,6.0,1.0,9.333,10.0,
fragor_prime_handle,2025-11-01T01:55:20+00:00,pc,,0.0,13.333,9.0,
fragor_prime_head,2025-11-01T01:55:20+00:00,pc,,0.0,7.0,15.0,
fragor_prime_set,2025-11-01T01:55:21+00:00,pc,20.5,2.0,44.667,25.0,
frost_prime_blueprint,2025-11-01T01:55:21+00:00,pc,37.0,12.0,48.0,10.0,
frost_prime_chassis_blueprint,2025-11-01T01:55:22+00:00,pc,12.667,4.0,13.333,12.0,
frost_prime_neuroptics_blueprint,2025-11-01T01:55:23+00:00,pc,,0.0,9.0,17.0,
frost_prime_set,2025-11-01T01:55:25+00:00,pc,75.667,8.0,94.333,35.0,
frost_prime_systems_blueprint,2025-11-01T01:55:25+00:00,pc,,0.0,13.333,16.0,
fulmin_prime_barrel,2025-11-01T01:55:26+00:00,pc,,0.0,4.0,9.0,
fulmin_prime_blueprint,2025-11-01T01:55:27+00:00,pc,,0.0,5.0,7.0,
fulmin_prime_receiver,2025-11-01T01:55:28+00:00,pc,8.0,2.0,15.667,11.0,
fulmin_prime_set,2025-11-01T01:55:29+00:00,pc,16.0,2.0,26.667,36.0,
fulmin_prime_stock,2025-11-01T01:55:29+00:00,pc,2.0,1.0,6.667,7.0,
galatine_prime_blade,2025-11-01T01:55:30+00:00,pc,3.0,2.0,5.0,12.0,
galatine_prime_blueprint,2025-11-01T01:55:30+00:00,pc,22.667,6.0,75.667,4.0,
galatine_prime_handle,2025-11-01T01:55:31+00:00,pc,,0.0,5.0,21.0,
galatine_prime_set,2025-11-01T01:55:32+00:00,pc,41.667,4.0,56.0,15.0,
gara_prime_blueprint,2025-11-01T01:55:32+00:00,pc,18.0,3.0,39.667,16.0,
gara_prime_chassis_blueprint,2025-11-01T01:55:33+00:00,pc,10.0,1.0,10.667,20.0,
gara_prime_neuroptics_blueprint,2025-11-01T01:55:34+00:00,pc,,0.0,5.333,25.0,
gara_prime_set,2025-11-01T01:55:35+00:00,pc,55.333,12.0,68.333,52.0,
gara_prime_systems_blueprint,2025-11-01T01:55:36+00:00,pc,,0.0,5.0,22.0,
garuda_prime_blueprint,2025-11-01T01:55:37+00:00,pc,,0.0,3.667,22.0,
garuda_prime_chassis_blueprint,2025-11-01T01:55:38+00:00,pc,1.5,2.0,8.333,22.0,
garuda_prime_neuroptics_blueprint,2025-11-01T01:55:39+00:00,pc,9.0,3.0,24.0,11.0,
garuda_prime_set,2025-11-01T01:55:40+00:00,pc,68.0,8.0,82.333,40.0,
garuda_prime_systems_blueprint,2025-11-01T01:55:41+00:00,pc,35.333,9.0,48.0,13.0,
gauss_prime_blueprint,2025-11-01T01:55:42+00:00,pc,,0.0,2.667,21.0,
gauss_prime_chassis_blueprint,2025-11-01T01:55:42+00:00,pc,1.0,2.0,3.0,19.0,
gauss_prime_neuroptics_blueprint,2025-11-01T01:55:43+00:00,pc,4.333,5.0,8.333,18.0,
gauss_prime_set,2025-11-01T01:55:44+00:00,pc,31.0,30.0,32.667,80.0,
gauss_prime_systems_blueprint,2025-11-01T01:55:45+00:00,pc,15.333,16.0,13.333,20.0,
glaive_prime_blade,2025-11-01T01:55:46+00:00,pc,14.0,3.0,21.667,10.0,
glaive_prime_blueprint,2025-11-01T01:55:47+00:00,pc,10.667,3.0,22.333,7.0,
glaive_prime_disc,2025-11-01T01:55:47+00:00,pc,6.0,1.0,10.0,12.0,
glaive_prime_set,2025-11-01T01:55:48+00:00,pc,40.0,1.0,79.667,43.0,
gram_prime_blade,2025-11-01T01:55:49+00:00,pc,3.0,1.0,4.667,14.0,
gram_prime_blueprint,2025-11-01T01:55:49+00:00,pc,,0.0,7.667,8.0,
gram_prime_handle,2025-11-01T01:55:50+00:00,pc,8.5,2.0,16.333,10.0,
gram_prime_set,2025-11-01T01:55:51+00:00,pc,18.0,1.0,28.333,37.0,
grendel_prime_blueprint,2025-11-01T01:55:52+00:00,pc,7.0,3.0,10.0,14.0,
grendel_prime_chassis_blueprint,2025-11-01T01:55:52+00:00,pc,1.0,1.0,5.0,10.0,
grendel_prime_neuroptics_blueprint,2025-11-01T01:55:53+00:00,pc,,0.0,5.0,13.0,
grendel_prime_set,2025-11-01T01:55:54+00:00,pc,34.667,12.0,39.333,65.0,
grendel_prime_systems_blueprint,2025-11-01T01:55:55+00:00,pc,12.667,6.0,20.333,14.0,
guandao_prime_blade,2025-11-01T01:55:56+00:00,pc,4.0,2.0,6.667,13.0,
guandao_prime_blueprint,2025-11-01T01:55:56+00:00,pc,2.333,3.0,5.667,14.0,
guandao_prime_handle,2025-11-01T01:55:57+00:00,pc,10.0,2.0,15.667,13.0,
guandao_prime_set,2025-11-01T01:55:58+00:00,pc,31.667,4.0,48.0,29.0,
gunsen_prime_blade,2025-11-01T01:55:58+00:00,pc,5.5,2.0,10.667,9.0,
gunsen_prime_blueprint,2025-11-01T01:55:59+00:00,pc,,0.0,1.0,12.0,
gunsen_prime_handle,2025-11-01T01:56:00+00:00,pc,3.0,1.0,6.333,9.0,
gunsen_prime_set,2025-11-01T01:56:01+00:00,pc,28.667,5.0,36.333,26.0,
harrow_prime_blueprint,2025-11-01T01:56:01+00:00,pc,2.0,1.0,5.0,20.0,
harrow_prime_chassis_blueprint,2025-11-01T01:56:02+00:00,pc,5.0,1.0,8.333,17.0,
harrow_prime_neuroptics_blueprint,2025-11-01T01:56:03+00:00,pc,,0.0,5.0,23.0,
harrow_prime_set,2025-11-01T01:56:04+00:00,pc,45.667,8.0,57.333,55.0,
harrow_prime_systems_blueprint,2025-11-01T01:56:05+00:00,pc,21.0,1.0,32.667,14.0,
helios_prime_blueprint,2025-11-01T01:56:06+00:00,pc,4.0,1.0,6.333,11.0,
helios_prime_carapace,2025-11-01T01:56:07+00:00,pc,,0.0,4.333,15.0,
helios_prime_cerebrum,2025-11-01T01:56:08+00:00,pc,22.333,4.0,34.667,12.0,
helios_prime_set,2025-11-01T01:56:09+00:00,pc,37.5,2.0,60.333,33.0,
helios_prime_systems,2025-11-01T01:56:10+00:00,pc,4.0,1.0,9.667,13.0,
hikou_prime_blueprint,2025-11-01T01:56:10+00:00,pc,,0.0,5.333,8.0,
hikou_prime_pouch,2025-11-01T01:56:11+00:00,pc,5.0,1.0,8.667,10.0,
hikou_prime_set,2025-11-01T01:56:12+00:00,pc,25.0,3.0,46.0,29.0,
hikou_prime_stars,2025-11-01T01:56:12+00:00,pc,4.0,1.0,7.667,11.0,
hildryn_prime_blueprint,2025-11-01T01:56:13+00:00,pc,22.0,5.0,31.333,17.0,
hildryn_prime_chassis_blueprint,2025-11-01T01:56:14+00:00,pc,,0.0,6.333,19.0,
hildryn_prime_neuroptics_blueprint,2025-11-01T01:56:15+00:00,pc,1.5,2.0,5.0,15.0,
hildryn_prime_set,2025-11-01T01:56:15+00:00,pc,35.333,10.0,48.667,80.0,
hildryn_prime_systems_blueprint,2025-11-01T01:56:17+00:00,pc,,0.0,2.333,18.0,
hydroid_prime_blueprint,2025-11-01T01:56:17+00:00,pc,10.0,1.0,15.0,24.0,
hydroid_prime_chassis_blueprint,2025-11-01T01:56:18+00:00,pc,4.0,1.0,7.333,15.0,
hydroid_prime_neuroptics_blueprint,2025-11-01T01:56:19+00:00,pc,8.667,3.0,14.0,11.0,
hydroid_prime_set,2025-11-01T01:56:20+00:00,pc,85.667,13.0,99.667,29.0,
hydroid_prime_systems_blueprint,2025-11-01T01:56:20+00:00,pc,35.333,6.0,39.667,19.0,
hystrix_prime_barrel,2025-11-01T01:56:21+00:00,pc,,0.0,3.667,11.0,
hystrix_prime_blueprint,2025-11-01T01:56:22+00:00,pc,3.0,1.0,6.333,5.0,
